pdb	n_contact	contact_fraction	pae_contact_ag	pae_noncontact_ag	pae_cdr_ag	ratio_contact_noncontact
8fdo	11	0.44	19.964595482884295	19.9041677608715	19.93075595855713	1.003035933114048
8fxv	7	0.6363636363636364	23.26191376043887	22.960739007910842	23.152395668610495	1.0131169450784776
8g0i	7	0.7	22.61393180562416	22.552372388295584	22.595463980425585	1.002729620470462
8g4p	6	0.3157894736842105	12.647304943267335	13.604468066251414	13.302206027414337	0.9296434731352332
8gjr	7	0.5384615384615384	3.473447101064451	3.9003356113029692	3.6704725673283827	0.8905508261900803
8gy5	4	0.4	13.566605502312337	12.210932727982874	12.75320183771466	1.1110212302802038
8gye	5	0.4545454545454545	15.99204381608615	14.281873482277213	15.059223634008548	1.1197441173198417
8h5t	9	0.6	21.72640383115379	21.67179211066188	21.704559142957024	1.0025199448302682
8h5u	3	0.6	23.115948717818302	22.542000007629394	22.886369233742737	1.0254613037882465
8h63	9	0.6428571428571429	5.37134439717869	5.908645020960729	5.563237477100847	0.9090653403824426
8h64	11	0.6111111111111112	25.468068425831323	25.65515785598874	25.540825426448095	0.9927075315144185
8hes	10	0.5555555555555556	14.392916662370165	15.692747374996543	14.970619201315222	0.9171699714801109
8hr2	8	0.3809523809523809	24.926370955282643	24.876377173550765	24.89542242373434	1.0020096890066867
8idi	6	0.2727272727272727	22.442556106127224	22.430940496233795	22.434108389841093	1.0005178387368723
8ido	11	0.5	24.269038447966942	24.359117133634072	24.314077790800507	0.9963020545788684
8im0	10	0.6666666666666666	2.4741915895003026	2.6938785039932927	2.547420560997966	0.9184495833173859
8im1	3	0.1578947368421052	22.178333338918716	22.69589661549185	22.614176098138195	0.9771957334252283
8ipc	6	0.6	11.162249108636251	11.316317199619226	11.223876345029442	0.9863853152695156
8jel	5	0.4166666666666667	3.3115925958863013	2.911362434584628	3.078125001793658	1.137471774914474
8jeo	5	0.3125	9.954509420664806	5.63885934786363	6.987499995613998	1.7653409681935455
8jyr	3	0.2307692307692307	21.225805871215933	22.20052746311649	21.975591711139437	0.9560946651596481
8k33	4	0.4444444444444444	13.329362723952025	14.12766015451718	13.772861296488223	0.9434940094938575
8k3k	1	0.0625	20.85396900373636	22.934378008170636	22.804352445393494	0.9092886232322016
8k3l	10	0.5	1.8985228761933208	2.0223856209734685	1.9604542485833947	0.9387541409038862
8opr	10	0.6666666666666666	29.018284179171843	29.25795392272293	29.098174093688872	0.9918083901497654
8oww	9	0.5294117647058824	21.612878797832963	21.69909723780372	21.653452181348612	0.9960266347016249
8oxv	6	0.4	29.111008339282993	28.567037028460348	28.784625552789404	1.019041922698553
8oxw	7	0.4666666666666667	28.82968861856587	28.441041986440172	28.622410414765497	1.0136649927351815
8oxx	6	0.4	26.489510868597723	26.1543671525043	26.288424638941667	1.012814063293492
8oxy	6	0.4	28.699665678168703	28.316909214583667	28.47001180001768	1.013516887054464
8ozb	7	0.5	1.2582894728932166	2.283872174141102	1.7710808235171593	0.5509456646217176
8pe1	9	0.5625	4.761603818235234	5.754085325932765	5.195814477852904	0.8275170680517073
8pe2	8	0.5333333333333333	2.785849326048425	2.6676910680480557	2.7307088056482525	1.0442923318279225
8pih	11	0.55	2.676449842353973	2.6953735601057036	2.684965515342252	0.9929791855081533
8pmz	6	0.3529411764705882	24.194727882506356	24.407897327590593	24.33266105285498	0.9912663740664268
8pwv	5	0.5	26.433295744237764	26.4243732210616	26.428834482649684	1.0003376626231215
8pww	7	0.5384615384615384	25.47816533080938	25.233695647921184	25.36533316947637	1.00968822348891
8pyr	8	1.0	8.75526514513926		8.75526514513926	
8q3j	10	0.5263157894736842	18.23555864366992	17.273264359514375	17.779735035385713	1.0557100420700443
8q6r	7	0.5384615384615384	8.395477316269782	9.574486557247138	8.9396354274901	0.8768592724081963
8q7o	7	0.5384615384615384	2.281627634404973	2.1040437130328735	2.199665824540927	1.084401250920838
8q94	15	0.75	22.35898850539635	22.119643689298083	22.299152301371784	1.010820464355584
8q95	14	0.7	2.6838548136123035	2.5329619559148946	2.638586956303081	1.0595717031379206
8qf4	11	0.5789473684210527	1.5347896841439335	1.7130783561672738	1.6098585986800766	0.8959249754213044
8qf5	11	0.9166666666666666	16.44648990125367	17.02152771419949	16.494409718999155	0.9662170268967034
8qgx	11	0.6875	15.980096820227626	15.965972233701635	15.975682886938253	1.0008846681128618
8qh0	6	0.5454545454545454	14.563539510330383	13.750092793494156	14.193791002677553	1.0591593619805322
8qrg	10	0.5882352941176471	23.68811288392672	23.670652856841432	23.680923461009247	1.0007376233849943
8qz3	6	0.3	13.438941097199768	12.915110091069588	13.072259392908641	1.040559546332663
8r4n	4	0.2666666666666666	17.129754125094806	15.557600621139594	15.97684155552765	1.101053725586642
8r4u	4	0.3333333333333333	29.39150632443112	28.886076502243426	29.054553109639325	1.0174973510905312
8rby	9	0.6923076923076923	8.298678063395355	8.02261538688953	8.213735701393563	1.0344105585513876
8rj7	9	0.6428571428571429	2.7911281217725907	3.2481836840206264	2.954362251146889	0.8592888805837825
8rp8	2	0.2222222222222222	22.0569230878455	21.541684989090804	21.656182344369626	1.023918189269578
8rwb	3	0.3333333333333333	11.194786819838738	10.885794587837633	10.988791998504668	1.028384903785189
8rz0	12	0.5454545454545454	20.939103763808244	21.534349083450607	21.209669818191134	0.9723583323862891
8rz1	4	0.3076923076923077	28.653495364718967	27.96975308681221	28.180135326168138	1.0244457745402529
8rz2	5	0.3846153846153846	26.80492198213618	26.011090425734825	26.316410255119962	1.030518964926436
8s0l	14	0.6666666666666666	4.717634533300124	8.56505226971242	6.000107112104223	0.5508004370250649
8s0n	12	0.5714285714285714	4.041250005119132	7.563446505774523	5.550762791114299	0.5343132924961824
8s6m	10	0.625	22.625770387844163	22.460391178423045	22.563753184311246	1.0073631491146955
8s79	2	0.25	23.371788419209995	23.46307048247411	23.44024996665808	0.9961095431507015
8sdf	9	0.45	25.367422674120085	24.87888941545853	25.09872938185623	1.0196364576610886
8sfs	7	0.35	16.524990470522926	15.674984620575213	15.972486668056911	1.0542269016858865
8sfx	10	0.5882352941176471	3.2390309758154694	3.4599431103611114	3.3299947959224983	0.9361515124673291
8sfz	5	0.2941176470588235	23.185475565592448	22.495748152556242	22.69860915639042	1.030660345606591
8sgn	4	0.3076923076923077	13.483063729808611	12.264618732830538	12.639524885746868	1.0993463411721458
8siq	10	0.4761904761904761	3.1649336737941725	4.030839520532479	3.618503403038047	0.7851797764888643
8sk5	12	0.631578947368421	24.502448719383306	24.272337012937218	24.417670722271588	1.0094804099960972
8slb	10	0.4347826086956521	23.728512091021383	22.918095529523143	23.27045055626151	1.035361426976088
8sos	11	0.55	18.364713186387526	18.762804424141997	18.543854243377037	0.9787829564943794
8sow	5	0.625	24.51015512532201	22.55537359193824	23.777112050303096	1.0866658902995272
8soz	5	0.625	25.221385925694516	23.22038013614409	24.471008754613106	1.0861745491597583
8szy	4	0.4	14.956917474570783	14.485097108921186	14.673825255181026	1.0325728134303642
8tbb	6	0.375	3.7187345732509356	3.209472223067725	3.400445604386429	1.1586747959751589
8tft	6	0.4	8.38126912576343	7.987186539306796	8.14481957388945	1.0493393492836636
8trs	3	0.375	4.721628500001728	3.798854960831067	4.144895038020064	1.242908336508006
8ts0	7	0.4666666666666667	10.660487261853477	7.405726746995319	8.92461498726246	1.4394923855621182
8tuz	9	0.6	7.177259851235529	5.71332005853672	6.591683934156005	1.2562327644346516
8tv3	7	0.5	24.46307069668889	23.099830629548197	23.781450663118544	1.059015154223551
8u08	9	0.4090909090909091	4.255786434611545	4.457317681877049	4.3748730807229785	0.9547864294966214
8u3s	2	0.1818181818181818	9.087831626133044	7.65958049582516	7.919262519517503	1.1864659730498752
8udz	5	0.3571428571428571	22.585210903323425	22.552974277793325	22.56448735833979	1.00142937357765
8uky	5	0.4545454545454545	12.779228749618031	12.840708072408871	12.812762925685762	0.9952121547780576
8up2	5	0.4545454545454545	25.54165144639391	24.2975380463554	24.863044137281996	1.0512032699636056
8urf	3	0.2727272727272727	14.728776004165411	14.062558577861637	14.244254239580847	1.0473752640826388
8uvy	6	0.6	13.267129628244875	13.15568181586386	13.222550503292469	1.0084714584877408
8uw2	7	0.7	25.9089176380252	25.868537416263504	25.89680357149669	1.0015609781531873
8uw7	7	0.7	15.130917600609065	15.266364392265364	15.171551638105955	0.9911277637441352
8uw9	7	0.7	25.853862301766082	25.76909792300352	25.828432988137315	1.0032893809094843
8v13	5	0.4545454545454545	15.93760001182556	14.600638887617324	15.20834848953016	1.0915686727477454
8v52	4	0.4	14.006651809705156	12.149642857767287	12.892446438542434	1.1528447357405802
8v5q	6	0.4	16.634971252803144	13.271312268529359	14.616775862238873	1.2534533824699556
8vrs	5	0.625	28.075302555377668	28.435273509555394	28.210291663194315	0.9873406895820165
8vtd	5	0.4166666666666667	20.090419020879835	19.586394565608227	19.79640475530473	1.0257333963932609
8vte	5	0.3125	2.002848482974852	2.2385858571014894	2.1649179276869153	0.8946936194656974
8vui	6	0.6	23.169840074950194	22.764381300319325	23.007656565097847	1.017811104518144
8vvl	7	0.5	15.4911894421136	12.063218883178777	13.777204162646187	1.2841671524102793
8w0w	10	0.5555555555555556	7.973520358924952	8.15767534360357	8.055367018782116	0.9774255560656733
8w90	8	0.4705882352941176	24.037268258212656	24.25853931055533	24.15441175651172	0.9908786324885441
8weo	9	0.6428571428571429	4.2115113541501685	3.2788709709080317	3.8784255029922625	1.2844394889329411
8x0t	9	0.4736842105263157	15.447619037022667	11.390899152114612	13.31250330812369	1.3561369327157078
8x0y	7	0.7777777777777778	2.9727619070709843	2.5124359016235056	2.8704672391937667	1.1832190047714337
8xk6	7	0.5384615384615384	25.616595185113137	24.49566027912469	25.099240613118468	1.0457605507757517
8y9t	13	0.6842105263157895	8.717639892562994	7.681614483807847	8.390473974008737	1.1348707893293781
8ybl	10	0.4761904761904761	18.41657590014594	18.083583604592782	18.24215136438	1.0184140656428622
8ybm	14	0.6363636363636364	25.074426601004944	23.508302753124763	24.504927019957606	1.0666200305622664
8ybn	7	0.2916666666666667	22.51016989468478	22.63497538441789	22.59857378324573	0.9944861663150283
8ybo	6	0.2857142857142857	2.532910906041639	3.695225808514245	3.3631358363792145	0.6854549727936807
8ybp	9	0.45	3.1372053856715496	3.401822120455577	3.2827445898027645	0.9222132359029431
8yj8	10	0.5555555555555556	4.7951182788418185	5.799807352484555	5.241646756016368	0.8267719921399903
8ykt	8	0.4705882352941176	23.034752259383332	22.699254257423622	22.857135670110544	1.014780133221777
8ysh	2	0.2	5.156435422064585	5.92442583699118	5.770827754005861	0.870368802638834
8yub	10	0.5	25.086893389551772	24.25402539538853	24.670459392470153	1.0343393717366849
8yvj	1	0.0526315789473684	12.355423757585429	11.248215637132946	11.306489748735709	1.0984341122335293
8yvo	8	0.3636363636363636	17.643097808395606	17.65034165984602	17.64770753204587	0.9995895914317118
8yxi	3	0.2	27.427082057806313	26.880394589987624	26.98973208355136	1.0203377768874835
8yyz	5	0.4166666666666667	19.71635997390747	17.895066665467763	18.65393887731764	1.1017762796019235
8z2e	7	0.7	23.62887180314396	22.883316238924987	23.40520513387827	1.0325807481937765
8z2v	6	0.5	17.279766660266453	15.363222209082709	16.32149443467458	1.1247488596533277
8z39	5	0.4166666666666667	15.626198649880113	13.871002819815557	14.602334415675788	1.126537053799539
8z3a	5	0.4166666666666667	18.27493330891927	16.367752388545444	17.162411105367873	1.1165206361325772
8z8v	6	0.75	28.400183227743224	27.925567189228264	28.281529218114482	1.016995752863277
8zca	5	0.3333333333333333	24.056273491362223	23.39214531010033	23.61352137052096	1.0283910762547774
8zu9	5	0.3125	19.40489155068455	19.14420591492251	19.225670176098145	1.0136169469196339
9atm	10	0.625	23.0434670162685	22.35936546648416	22.786928935099375	1.0305957497232998
9au1	10	0.625	24.080564752885095	24.028626952558394	24.061088077762584	1.0021614968025117
9azr	8	0.4210526315789473	15.469448357120926	16.455633797810417	16.040397822783262	0.9400700421018902
9bdi	5	0.2272727272727272	4.592117653641046	7.640953487178446	6.948036252283583	0.600987515674142
9bt5	4	0.2222222222222222	21.204251145437567	21.636435157143026	21.540394265652925	0.9800251747311165
9cds	4	0.6666666666666666	25.54517137619757	26.11110887604375	25.73381720947963	0.9783257960229558
9d41	8	0.5	14.28729546178471	11.814454546299848	13.050875004042279	1.2093063971590063
9dbo	6	0.375	12.64668458251543	13.264569891140026	13.032862900405801	0.9534183683530284
9dl0	6	0.375	9.851630435905594	8.307510880801988	8.88655571396584	1.1858703018580385
9dq3	3	0.2727272727272727	4.951241130735857	4.825132979516019	4.859526111666884	1.026135684084812
9dq4	4	0.3636363636363636	3.773310194688815	2.8035714324346928	3.15620370961801	1.3458940803273831
9dx6	12	0.5217391304347826	5.106820676793277	5.990409668350659	5.529406716233765	0.8524994048027001
9e7n	7	0.4117647058823529	23.593108644907623	23.25743663814706	23.395654523283763	1.0144328892295031
9e7o	7	0.5	25.306727459123916	24.988571441403035	25.147649450263476	1.0127320610730766
9eht	7	0.5833333333333334	9.505000002353222	6.895563640160994	8.417734851439794	1.3784224899317012
9en2	7	0.5	25.593598106307397	25.150492015221307	25.37204506076435	1.0176181877801007
9ena	14	0.6086956521739131	25.871583784678503	24.347241219806907	25.27510191146788	1.0626084307092467
9erw	13	0.6190476190476191	18.885336292582966	18.822173914471687	18.86127443425486	1.0033557429868776
9etl	11	0.7333333333333333	14.711544577673486	14.846529116908323	14.747540454802776	0.9909080069710632
9eze	5	0.5	6.758504065653173	6.4490731677388755	6.603788616696025	1.0479806772021456
9ezh	11	0.6111111111111112	13.603312794526662	13.473874102493175	13.552975525402529	1.009606642532717
9ezi	10	0.5555555555555556	10.353406767117775	10.55204448255442	10.441690196200728	0.9811754285375645
9ezu	9	0.5	10.84429377687853	11.010103583111377	10.927198679994953	0.9849402137789888
9ezv	9	0.5	13.051713757820274	13.116440664801445	13.08407721131086	0.9950652079603525
9ezw	11	0.6111111111111112	2.777442221028963	2.4674455229797316	2.6568879495653728	1.1256346675791544
9f91	7	0.3888888888888889	14.109917179644725	11.160487477173133	12.307487917023197	1.2642742719351772
9fc2	6	0.4	20.527094029972694	20.868774952576032	20.732102583534697	0.9836271691376325
9fik	2	0.0869565217391304	21.012190450940814	21.52172788459968	21.477420281672824	0.9763245109132953
9fvb	9	0.6428571428571429	25.373502011608633	24.84570297392288	25.18500235529229	1.0212430712159648
9fww	6	0.375	21.9045238054934	21.44863392455237	21.61959262990526	1.0212549611571844
9fys	15	0.625	5.856620384642372	6.774212956060598	6.200717598924206	0.8645462465721135
9fyt	16	0.6666666666666666	4.988890847374855	8.199084511944946	6.058955402231552	0.6084692553304851
9fzc	7	0.5833333333333334	19.079966767681793	18.028313946169476	18.641778092051663	1.0583333984893115
9fzd	8	0.6153846153846154	9.527776983651249	10.060090911388397	9.732513109703998	0.9470865688564952
9g2a	11	0.55	18.646467308488567	18.137787522395918	18.417561404746877	1.0280453051655032
9g2g	4	0.2352941176470588	16.69922417196734	15.359011926132425	15.674355983975934	1.0872590145955046
9g48	11	0.4583333333333333	21.299246315263275	21.384194616108328	21.345259978221012	0.9960275192790725
9g5l	9	0.3461538461538461	21.96954591539171	22.395166244897087	22.247836130837534	0.9809949912918213
9g7k	11	0.4782608695652174	20.430992416902022	20.99219444129202	20.7237934731055	0.9732661572872008
9g97	13	0.6190476190476191	24.43888480267544	22.919434813791487	23.86004671167203	1.0662952643129595
9ggp	8	0.5333333333333333	19.495594703428672	19.394108240945	19.448234354269626	1.0052328501637118
9ghi	5	0.3846153846153846	23.288770816723506	21.3291015761594	22.082820514837902	1.0918777208485202
9ghj	7	0.4375	24.165445943469596	23.702148548732733	23.90484115893011	1.0195466412584624
9glz	7	0.3888888888888889	19.478098228148053	19.354840912602164	19.40277431309223	1.0063682939117125
9gox	4	0.2857142857142857	6.356485941383733	4.913497993218372	5.325780264122761	1.2936783428337568
9gv3	10	0.3846153846153846	23.877107440801364	23.831704542492375	23.84916719568814	1.001905146911671
9gvl	7	0.4117647058823529	12.16087738909791	13.907307078894668	13.188188971331297	0.8744235904270001
9gvn	8	0.6153846153846154	8.131049105365362	7.017410707048008	7.702726644474072	1.158696482906275
9gvo	6	0.4	22.833629583429406	23.03064196943746	22.95183701503424	0.991445640713381
9h1f	4	0.5714285714285714	20.506066875093303	20.335965994816675	20.43316649783189	1.0083645340634413
9h39	3	0.2	24.124899191449778	23.87218991360923	23.92273176917734	1.0105859277575737
9h4r	3	0.2307692307692307	13.14291662722826	12.442083325982093	12.603814087808132	1.0563276489060844
9h4s	4	0.3076923076923077	17.065980427405414	16.076830052602265	16.38118401408016	1.0615264558726265
9h6v	9	0.5294117647058824	21.478575509769623	21.1817435833124	21.338889897319167	1.0140135737782736
9h77	4	0.3076923076923077	13.999703391123626	14.89033897672894	14.61629725808115	0.9401870174347794
9hi4	8	0.3636363636363636	22.160156986563678	21.87837474966477	21.98084101762801	1.0128794867133917
9hi6	8	0.3636363636363636	18.91185464304547	17.697880394831053	18.13932557599993	1.0685943300062632
9hj9	8	0.4444444444444444	21.917458764224683	22.552811324371483	22.270432408750683	0.971828232364973
9hk1	6	0.4615384615384615	14.270760518447482	13.30055479335388	13.748342051089388	1.072944756077273
9hll	4	0.25	22.53175410381338	22.504746789212167	22.51149861786247	1.001200071916124
9hml	10	0.7692307692307693	18.64150829157118	17.64375691211904	18.411257973236072	1.0565498257781374
9ho4	4	0.2857142857142857	16.094385943914716	17.889964910139117	17.376942348360718	0.8996320576790646
9ho5	3	0.2142857142857142	13.396969704588583	14.146889567823001	13.98619245427277	0.9469904773314902
9ho6	2	0.1428571428571428	9.938347119930363	11.576473835578634	11.342455733343167	0.8584951912892747
9hub	15	0.625	6.2684018328309605	7.655616441636688	6.7886073111331084	0.8187977912188668
9huo	16	0.6666666666666666	6.291241196889273	9.382059858718389	7.321514084165645	0.67056076081662
9hur	15	0.8333333333333334	2.3150261409921584	2.1619934591592527	2.2895206940200072	1.0707831382119057
9hxo	16	0.6666666666666666	5.453274650971444	8.67617956181647	6.5275762879197865	0.628534092928539
9hzj	13	0.7222222222222222	5.612686393670076	5.355938462110666	5.541367523792463	1.047937057786551
9hzk	13	0.7222222222222222	3.7423765766771186	3.342238802340493	3.631227194916945	1.1197214795233716
9i59	6	0.5	25.591796151152604	24.717860366847063	25.15482825899983	1.0353564496010226
9iqp	10	0.5263157894736842	25.144234675777202	23.588044215221796	24.40709182604043	1.0659736960960573
9jbq	3	0.2142857142857142	23.319402993614993	22.25963364656777	22.48672707807789	1.0476094694043012
9jcy	5	0.2941176470588235	25.538611088858712	26.122497109351336	25.950765926853503	0.9776481544605625
9jd0	9	0.5625	18.51781513087667	19.277256899234914	18.850070904533403	0.960604261678518
9jd1	9	0.4090909090909091	17.11921896284982	19.24684581673717	18.376453012874162	0.8894558165973797
9jeb	10	0.5882352941176471	24.001550998493116	24.159927113758233	24.066764693014047	0.9934446774396547
9jno	9	0.4736842105263157	25.388907941455322	24.445815458011218	24.89254347648474	1.0385788923696977
9jqv	7	0.5	25.893195963604548	26.204349834840375	26.04877289922246	0.9881258694378241
9k6j	6	0.5454545454545454	20.634290947220382	19.90054143621118	20.3007684422162	1.0368708315480333
9kur	4	0.2222222222222222	25.090366371746722	23.994199511452848	24.23779214707371	1.0456846605685117
9l9y	2	0.2857142857142857	18.205646265120734	16.899700642280838	17.272827963092237	1.0772762577564594
9lad	2	0.2222222222222222	4.448975606953225	7.040578400631815	6.46466666870324	0.6319048455669464
9lh2	11	0.5238095238095238	25.418497220925808	25.09193367276873	25.262990769422437	1.0130146824240767
9lme	3	0.3	13.769406361485544	14.204514011711524	14.073981716643729	0.9693683536186288
9lrf	4	0.25	21.66727162012594	21.570782564214845	21.594904828192618	1.0044731365505102
9m5b	4	0.4	5.794106064420758	4.671585858410055	5.120593940814336	1.240286754869308
9mer	7	0.3888888888888889	23.296748990210418	23.58532284880049	23.473099681571018	0.9877646848236912
9mev	7	0.3888888888888889	20.88415769104045	21.523584908523038	21.27491876839092	0.9702917882778261
9mic	3	0.2307692307692307	23.657396429389188	22.924923078548275	23.09395539028079	1.0319509622052478
9mid	4	0.2857142857142857	23.639472886740442	23.382054227805998	23.455602416072985	1.0110092405237998
9mif	7	0.4375	7.967016046166117	4.272735043860516	5.888982982369217	1.8646173854411838
9mj3	5	0.3125	6.9127228999712385	4.05389923399145	4.947281629610133	1.70520343525288
9ml8	7	0.3684210526315789	25.742551016738048	25.131806963155057	25.35681793026458	1.0243016371436555
9mqv	9	0.4090909090909091	23.010570089507755	21.84622633538801	22.32254878025518	1.0532972485153493
9mxi	10	0.5263157894736842	5.046418033271539	5.411065582152056	5.219145819583363	0.9326107689244655
9n8i	5	0.2941176470588235	25.063834260972165	23.776804769895353	24.15534285550618	1.0541296235357227
9n8n	5	0.2941176470588235	21.70676623691212	19.643460497195587	20.25031512652398	1.1050377931124256
9ncd	7	0.5	16.54715856764717	15.212558887817048	15.87985872773211	1.0877301241475512
9njy	9	0.5	7.6535614392966185	7.44216703353251	7.547864236414564	1.0284049531287889
9npi	7	0.4666666666666667	16.251621897315363	11.510112762003017	13.722817025148778	1.4119428917295176
9oar	2	0.1176470588235294	23.028254418683474	23.364449718106663	23.32489732993923	0.9856108188517426
9obn	5	0.2777777777777778	6.402364973256188	5.522981472995293	5.7672546675122085	1.1592226055004267
9pi9	8	0.5714285714285714	21.80811957328216	20.257999984077784	21.143782606480283	1.076518885893115
9pru	4	0.4	9.93089179929934	9.24599416585926	9.519953219235292	1.0740750665806233
9pzi	11	0.5789473684210527	19.257310015256287	18.840993848003325	19.082018997465568	1.0220962954826867
9q8l	3	0.375	16.504761915831338	16.279964244365694	16.36426337116531	1.0138082411049179
9qrv	6	0.3157894736842105	18.577747269864485	19.104032136783292	18.937836915651037	0.9724516341288242
9rit	7	0.5833333333333334	2.5600476169870015	3.2367999988794325	2.8420277761088477	0.7909193085372219
9riu	7	0.5833333333333334	18.343161587413636	18.155573716710826	18.2649999746208	1.010332246924819
9rm2	7	0.4666666666666667	26.760671641018345	26.250177254427726	26.488407968170016	1.0194472738847702
9rn6	4	0.3636363636363636	14.041214266845158	16.010598621400845	15.294458856107868	0.8769949580821247
9th6	7	0.4375	27.25800382482762	27.556847704781426	27.426103507301637	0.9891553677272763
9u8g	9	0.6428571428571429	3.536760041415413	6.381605045334632	4.552776114243706	0.554211678142165
9uk5	7	0.5833333333333334	20.04675776558633	19.81935652359672	19.952007248090663	1.0114736945025873
9uvi	4	0.3333333333333333	5.9085605942239665	4.034343431543822	4.659082485770537	1.464565596479955
9uzb	4	0.3636363636363636	25.02635416785876	23.322994022142318	23.94239771149375	1.0730335112249874
9uzc	4	0.3636363636363636	25.75028125047684	24.131803561392285	24.720340902877577	1.0670682439862849
9uzd	4	0.3636363636363636	25.303639246944638	23.126208576112717	23.918001547324323	1.0941542433843223
9uze	4	0.3636363636363636	25.205502065155795	23.50477586929768	24.123221758700634	1.0723566225568493
9uzf	4	0.3636363636363636	25.143364982765938	23.439469564528693	24.059067898433145	1.0726934290704162
9uzg	4	0.3636363636363636	25.460684679355857	23.068014208777246	23.93807619807856	1.1037224292010457
9uzh	4	0.3636363636363636	24.847677819399653	23.722737587075425	24.131806762466052	1.0474203379013522
9uzi	4	0.3636363636363636	25.88731252948443	23.995089271522705	24.68317045623606	1.0788587713323246
9vdy	9	0.6923076923076923	23.717990099413548	23.16852705645713	23.54892454773465	1.0237159246946292
9vdz	7	0.5384615384615384	24.639827122571145	23.60011147541605	24.159958362345716	1.044055539662944
