pdb	seed	DockQ_HA	iRMSD_HA	fnat_HA	iptm	ranking_score	ha_iptm	avg_plddt	gpde
8b17	102	0.913452558064262	0.4840135373175631	0.9113924050632912	0.9297808408737183	0.930077850818634	0.9297808408737183	89.32560729980469	0.395226389169693
8b17	103	0.9102413734305418	0.4404451968115583	0.8987341772151899	0.9298433065414429	0.9301016330718994	0.9298433065414429	89.31529235839844	0.39539846777915955
8b17	104	0.9130083376818856	0.5770110367174893	0.9113924050632912	0.9296769499778748	0.9298223257064819	0.9296769499778748	89.26019287109375	0.3959498107433319
8b17	105	0.898838965734105	0.4816034210250037	0.8987341772151899	0.9311153888702393	0.9311477541923523	0.9311153888702393	88.9531021118164	0.3997955322265625
8b18	101	0.907365443647928	0.52299156976902	0.922077922077922	0.9298606514930725	0.9299924373626709	0.9298606514930725	89.21849060058594	0.39641183614730835
8b18	102	0.9270348417965968	0.4734712789993864	0.948051948051948	0.929736316204071	0.9300359487533569	0.929736316204071	89.32550048828125	0.3952662944793701
8b18	103	0.9189796959443184	0.437677451236776	0.922077922077922	0.9298022389411926	0.9300907254219055	0.9298022389411926	89.33889770507812	0.3952193558216095
8b18	104	0.913084680160284	0.5750677967842928	0.9090909090909092	0.9297477006912231	0.9299075603485107	0.9297477006912231	89.27754211425781	0.3957364559173584
8b18	105	0.8981466973081744	0.4819257371801045	0.8961038961038961	0.9309520721435547	0.9309949278831482	0.9309520721435547	88.93449401855469	0.40012267231941223
8b19	101	0.9031122110796632	0.521711259877546	0.9102564102564102	0.9298709034919739	0.9300118684768677	0.9298709034919739	89.21957397460938	0.39636799693107605
8b19	102	0.9262723578484564	0.453615679809438	0.935897435897436	0.9297700524330139	0.9300622940063477	0.9297700524330139	89.33142852783203	0.39506661891937256
8b19	103	0.9166655845604268	0.4293000691586495	0.9102564102564102	0.9298713803291321	0.9301313161849976	0.9298713803291321	89.32485961914062	0.39544904232025146
8b19	104	0.92182083354468	0.5465369323590341	0.9230769230769232	0.9297098517417908	0.9298558235168457	0.9297098517417908	89.26908874511719	0.39581432938575745
8b19	105	0.9037015851370448	0.4523726692015013	0.8974358974358975	0.931059718132019	0.9310948252677917	0.931059718132019	88.93519592285156	0.40003782510757446
8b1a	101	0.9030004090527678	0.5424347193281407	0.9113924050632912	0.9297033548355103	0.929869532585144	0.9297033548355103	89.21624755859375	0.3963621258735657
8b1a	102	0.9152970241422024	0.4948056887871316	0.9240506329113924	0.9297683835029602	0.9300671815872192	0.9297683835029602	89.33728790283203	0.39518481492996216
8b1a	103	0.9079256943533554	0.4580313885578325	0.8987341772151899	0.9299931526184082	0.930237889289856	0.9299931526184082	89.32614135742188	0.395214319229126
8b1a	104	0.917205342792106	0.5765658646536196	0.9240506329113924	0.9294753074645996	0.9296497702598572	0.9294753074645996	89.26258850097656	0.39609846472740173
8b1a	105	0.8975288393498877	0.4886797094668186	0.8987341772151899	0.9309311509132385	0.9309650659561157	0.9309311509132385	88.9309310913086	0.4001308083534241
8b1d	101	0.9176281237494588	0.5339948125539307	0.958904109589041	0.929919958114624	0.930055558681488	0.929919958114624	89.2215347290039	0.39650124311447144
8b1d	102	0.9366016389541544	0.4724956641491243	0.9726027397260274	0.9300009608268738	0.9302853941917419	0.9300009608268738	89.33654022216797	0.39509260654449463
8b1d	103	0.927476031323708	0.438077078935557	0.9452054794520548	0.9298644065856934	0.9301269054412842	0.9298644065856934	89.328125	0.39523839950561523
8b1d	104	0.9251241540745396	0.5756661170693679	0.9452054794520548	0.9296739101409912	0.9298344850540161	0.9296739101409912	89.2669677734375	0.3960806429386139
8b1d	105	0.9134121744699384	0.4698574607741009	0.9315068493150684	0.9310691952705383	0.9310881495475769	0.9310691952705383	88.94364166259766	0.3999740481376648
8b1e	101	0.9020457535925448	0.5405881295659009	0.9066666666666666	0.9297821521759033	0.9299300909042358	0.9297821521759033	89.21234893798828	0.39665234088897705
8b1e	102	0.9199066486066896	0.4854942395448452	0.9333333333333332	0.9300243854522705	0.9303088188171387	0.9300243854522705	89.34262084960938	0.3950098752975464
8b1e	103	0.9124037584237707	0.4484416550702823	0.9066666666666666	0.9298362135887146	0.9300986528396606	0.9298362135887146	89.3315200805664	0.39519134163856506
8b1e	104	0.916679413669208	0.5740592627137353	0.92	0.9296700358390808	0.9298270344734192	0.9296700358390808	89.26468658447266	0.3959214389324188
8b1e	105	0.8976743593374148	0.4769262572852248	0.8933333333333333	0.9309467077255249	0.9309970736503601	0.9309467077255249	88.94558715820312	0.4001308083534241
8b1f	101	0.9118777039619456	0.5644820359161754	0.9473684210526316	0.9298025965690613	0.9299458265304565	0.9298025965690613	89.215087890625	0.39656615257263184
8b1f	102	0.9207889015795966	0.5117308487954256	0.9473684210526316	0.9300335049629211	0.9302911758422852	0.9300335049629211	89.34149932861328	0.39492785930633545
8b1f	103	0.9170014418329538	0.4804371059510893	0.9342105263157896	0.9297352433204651	0.930016040802002	0.9297352433204651	89.32921600341797	0.39529386162757874
8b1f	104	0.9211265237864288	0.6030087500296365	0.9473684210526316	0.9296517968177795	0.9298045039176941	0.9296517968177795	89.25749206542969	0.39607110619544983
8b1f	105	0.9073347101983316	0.50603486941366	0.9342105263157896	0.9311195611953735	0.9311416149139404	0.9311195611953735	88.93902587890625	0.40023764967918396
8b1g	101	0.9028665276030556	0.5661426380094204	0.9210526315789472	0.9297453165054321	0.929896354675293	0.9297453165054321	89.2153091430664	0.3964436948299408
8b1g	102	0.914098386009806	0.5237155132729729	0.9342105263157896	0.9299332499504089	0.9302218556404114	0.9299332499504089	89.32908630371094	0.39513102173805237
8b1g	103	0.9078184441105344	0.4801185048365907	0.9078947368421052	0.9298065304756165	0.9300781488418579	0.9298065304756165	89.3277587890625	0.39536258578300476
8b1g	104	0.9090917160587768	0.6245823800060826	0.9210526315789472	0.9296051263809204	0.9297652244567871	0.9296051263809204	89.27194213867188	0.39594006538391113
8b1g	105	0.891049737956128	0.5254370332663414	0.8947368421052632	0.93108731508255	0.9311308264732361	0.93108731508255	88.9507064819336	0.3998739719390869
8b7h	101	0.3783968953476475	3.3398227413417474	0.696969696969697	0.8101440072059631	0.8196711540222168	0.46685001254081726	89.99188995361328	0.4543858468532562
8b7h	102	0.4194305721199051	3.163800056473112	0.6060606060606061	0.8162107467651367	0.8253441452980042	0.490323930978775	89.51615142822266	0.4655914008617401
8b7h	103	0.3748867881057225	3.2177571391482864	0.6060606060606061	0.8232460021972656	0.8317128419876099	0.5242226123809814	89.77975463867188	0.44990575313568115
8b7h	104	0.315222100077158	3.489186325867504	0.4545454545454545	0.8087437748908997	0.8183859586715698	0.4597117006778717	89.67737579345703	0.461382657289505
8b7h	105	0.4153437560024076	2.950707507477103	0.7272727272727273	0.8080822229385376	0.8176361918449402	0.46570777893066406	88.95597839355469	0.4847623109817505
8be2	101	0.8150848147256845	0.6856016537479825	0.7735849056603774	0.9494202733039856	0.9214715957641602	0.9494202733039856	89.15270233154297	0.4521699845790863
8be2	102	0.719835864187103	0.9650330145529976	0.7547169811320755	0.9557863473892212	0.9276825189590454	0.9557863473892212	89.16738891601562	0.45241954922676086
8be2	103	0.7176869070488218	0.6788593728197214	0.8113207547169812	0.9493865966796875	0.9223674535751343	0.9493865966796875	89.27796173095703	0.44742026925086975
8be2	104	0.6167352005311676	0.5653436589831279	0.7547169811320755	0.9558396935462952	0.9288602471351624	0.9558396935462952	89.54289245605469	0.44725286960601807
8be2	105	0.8974371682807295	0.459254685473711	0.8113207547169812	0.9495740532875061	0.9213637113571167	0.9495740532875061	89.48612213134766	0.43805864453315735
8bec	101				0.22131229937076569	0.2837512195110321	0.22131229937076569	86.77178955078125	0.6353159546852112
8bec	102				0.219535231590271	0.28212860226631165	0.219535231590271	87.1446533203125	0.6237145066261292
8bec	103				0.5887989401817322	0.6092756390571594	0.5887989401817322	89.31520080566406	0.48007869720458984
8bec	104				0.36235684156417847	0.40327343344688416	0.36235684156417847	87.04275512695312	0.6168476343154907
8bec	105				0.2501220703125	0.31118494272232056	0.2501220703125	87.4996566772461	0.5905483365058899
8bg2	101				0.21310743689537048	0.2737300395965576	0.21310743689537048	84.68163299560547	0.6816689372062683
8bg2	102				0.20979763567447662	0.2713816165924072	0.20979763567447662	85.02745056152344	0.675858736038208
8bg2	103				0.21181859076023102	0.27383485436439514	0.21181859076023102	86.09530639648438	0.6566879153251648
8bg2	104				0.2373504936695099	0.2966141402721405	0.2373504936695099	85.11367797851562	0.6673038005828857
8bg2	105				0.20342399179935455	0.26795661449432373	0.20342399179935455	84.45689392089844	0.6843513250350952
8bg3	101				0.224544957280159	0.2834742069244385	0.224544957280159	84.05535888671875	0.6741665601730347
8bg3	102				0.22699904441833496	0.28675809502601624	0.22699904441833496	84.99131774902344	0.650954008102417
8bg3	103				0.260127991437912	0.3154372274875641	0.260127991437912	85.6628646850586	0.6494876742362976
8bg3	104				0.30452990531921387	0.35454753041267395	0.30452990531921387	85.86792755126953	0.598792314529419
8bg3	105				0.6106346845626831	0.6278246641159058	0.6106346845626831	87.738037109375	0.518604040145874
8bg4	101	0.0273277061480078	22.42684848407935	0.0571428571428571	0.25484076142311096	0.3116154968738556	0.25484076142311096	85.86138153076172	0.6101566553115845
8bg4	102	0.0260861556269069	21.46932057211964	0.0571428571428571	0.47147318720817566	0.49923041462898254	0.47147318720817566	86.8206787109375	0.5877542495727539
8bg4	103	0.0262301538182748	20.91755363751392	0.0380952380952381	0.21185298264026642	0.27542418241500854	0.21185298264026642	85.84300231933594	0.6226128935813904
8bg4	104	0.0228823722382777	22.559315167308448	0.0476190476190476	0.22147023677825928	0.28290855884552	0.22147023677825928	86.09107971191406	0.6209926009178162
8bg4	105	0.0264788991983154	20.528187595303844	0.0380952380952381	0.23864777386188507	0.29884031414985657	0.23864777386188507	85.71892547607422	0.6299962997436523
8bg5	101	0.0192367403999875	20.781296670562487	0.031578947368421	0.42488837242126465	0.4627065658569336	0.42488837242126465	86.91197967529297	0.5729575753211975
8bg5	102	0.0213785305225618	20.84671860599203	0.0421052631578947	0.21123838424682617	0.2744494080543518	0.21123838424682617	85.72575378417969	0.6499103903770447
8bg5	103	0.0347434914297634	20.218042609923184	0.0736842105263157	0.24329586327075958	0.30366700887680054	0.24329586327075958	86.17584228515625	0.6409925818443298
8bg5	104	0.0247896678629836	20.196954691485832	0.0421052631578947	0.23580066859722137	0.29310354590415955	0.23580066859722137	84.96463775634766	0.6726943850517273
8bg5	105	0.0276159631046263	20.08837062359184	0.0526315789473684	0.30744168162345886	0.35137733817100525	0.30744168162345886	82.93460083007812	0.7192424535751343
8bk2	101				0.9056854844093323	0.9077399969100952	0.8372693657875061	93.55680084228516	0.34670060873031616
8bk2	102	0.8370903960071451	0.4055076678822068	0.8275862068965517	0.9049932360649109	0.9071294665336609	0.8344711065292358	93.36724090576172	0.3506719768047333
8bk2	103	0.8429109862078871	0.3942116598539998	0.8620689655172413	0.9068658947944641	0.9088505506515503	0.8376213312149048	93.30216979980469	0.3495017886161804
8bk2	104				0.9045554399490356	0.9067812561988831	0.8348472118377686	93.42449951171875	0.3493295907974243
8bk2	105				0.9046544432640076	0.9069167971611023	0.8339495062828064	93.18279266357422	0.3531208336353302
8byu	101	0.0052271080604094	15.925579096809091	0.0	0.5626052618026733	0.5859882831573486	0.24587225914001465	88.15143585205078	0.5355653762817383
8byu	102	0.0065432451642909	15.29356309314278	0.0	0.5537202954292297	0.5777802467346191	0.2108909636735916	88.21844482421875	0.5315287709236145
8byu	103	0.0070738947218453	13.681703278012304	0.0	0.58777916431427	0.6092979907989502	0.2784896492958069	88.66508483886719	0.5163784027099609
8byu	104	0.0072481659910134	13.52255428384581	0.0	0.5693648457527161	0.5919174551963806	0.22648844122886658	88.77940368652344	0.5294622182846069
8byu	105	0.0068387428457458	14.072672001393755	0.0	0.5857946872711182	0.6073541641235352	0.2674221992492676	88.63184356689453	0.514890193939209
8c3k	101	0.0989845297187321	7.089612789608632	0.0	0.41422367095947266	0.48350030183792114	0.41422367095947266	86.88712310791016	0.6050269603729248
8c3k	102	0.0580792585121666	10.35255566021007	0.0	0.4601622521877289	0.5151541829109192	0.4601622521877289	86.49677276611328	0.6744236350059509
8c3k	103	0.7001590351344268	1.4323197026907302	0.6862745098039216	0.6155968904495239	0.6575385332107544	0.6155968904495239	88.0486068725586	0.5303808450698853
8c3k	104	0.6585623731462648	1.5158875044368654	0.6274509803921569	0.517673909664154	0.5735034942626953	0.517673909664154	87.48970794677734	0.5816661715507507
8c3k	105	0.1023614780631926	7.0212936249501645	0.0	0.41657885909080505	0.4853970408439636	0.41657885909080505	86.30172729492188	0.5986273884773254
8c5h	101	0.0158428163229094	14.19628425859973	0.0	0.7430574893951416	0.7597204446792603	0.7430574893951416	91.48628997802734	0.421368271112442
8c5h	102	0.0152322004906519	14.792466858135375	0.0	0.37780678272247314	0.42979374527931213	0.37780678272247314	87.28804779052734	0.6135894060134888
8c5h	103	0.0143978332228036	14.459155975611504	0.0	0.2858641445636749	0.35161879658699036	0.2858641445636749	85.91192626953125	0.6593841910362244
8c5h	104	0.0130879466954021	13.866534056950831	0.0	0.30223140120506287	0.3653884530067444	0.30223140120506287	86.64920043945312	0.6458922624588013
8c5h	105	0.0131345967993785	13.922276073312636	0.0	0.35004040598869324	0.4068562388420105	0.35004040598869324	87.1742172241211	0.6121074557304382
8cbf	101	0.0232526414124854	18.9187230974954	0.0	0.5592525601387024	0.5831568241119385	0.1779518872499466	87.1883316040039	0.6244028806686401
8cbf	102	0.6536904349417734	1.7832490802901917	0.7727272727272727	0.5830474495887756	0.6051876544952393	0.23678751289844513	87.6126480102539	0.6094440817832947
8cbf	103	0.6456205407186274	1.6652824996970048	0.7954545454545454	0.5738803744316101	0.5964540839195251	0.22644147276878357	87.56864929199219	0.6254803538322449
8cbf	104	0.0253184715363485	17.936116466422124	0.0	0.5793179273605347	0.6027247309684753	0.21115972101688385	85.16502380371094	0.7132634520530701
8cbf	105	0.5941226787717709	1.953109053243723	0.7727272727272727	0.588219940662384	0.6102806329727173	0.2581893503665924	87.74984741210938	0.6061082482337952
8d9y	101				0.8536208271980286	0.8575946092605591	0.6861245632171631	91.64781188964844	0.4256706237792969
8d9y	102				0.8491961359977722	0.8524793386459351	0.6398511528968811	91.2014389038086	0.4471922218799591
8d9y	103				0.8365923762321472	0.8427355289459229	0.6246115565299988	91.10558319091797	0.44296014308929443
8d9y	104				0.8103391528129578	0.816250741481781	0.49475160241127014	90.11743927001953	0.5016085505485535
8d9y	105				0.8430103659629822	0.8478832840919495	0.6256707310676575	91.09248352050781	0.44507932662963867
8d9z	101	0.6658780527208603	1.3009630357071946	0.8571428571428571	0.889397144317627	0.8930469155311584	0.9222962856292725	94.35047149658203	0.3475309908390045
8d9z	102	0.4068690581071132	3.7920170794280015	0.4571428571428571	0.8101356625556946	0.8193966746330261	0.4976266324520111	90.88438415527344	0.4348336160182953
8d9z	103	0.6706888923476629	1.3892732501830862	0.9142857142857144	0.8888133764266968	0.8922577500343323	0.9227041006088257	94.33560180664062	0.34745433926582336
8d9z	104	0.655871774652491	1.345469611757274	0.8857142857142857	0.8864682912826538	0.8896331191062927	0.9202036261558533	93.92549133300781	0.3488021194934845
8d9z	105	0.688144390319451	1.2781277898679797	0.8857142857142857	0.9023478031158447	0.9044831991195679	0.9391406774520874	94.79133605957031	0.3379096984863281
8da0	101				0.8259819149971008	0.8337582945823669	0.7554070353507996	91.19761657714844	0.4007602632045746
8da0	102				0.8232143521308899	0.8310255408287048	0.5505859851837158	89.73157501220703	0.46714073419570923
8da0	103				0.8590828776359558	0.8645261526107788	0.8657429218292236	92.65849304199219	0.37364038825035095
8da0	104				0.8062829971313477	0.81601482629776	0.4340977072715759	89.46305084228516	0.4733932912349701
8da0	105				0.8227100372314453	0.830804705619812	0.7607869505882263	91.239990234375	0.4009958803653717
8ee2	101				0.8759733438491821	0.8867723345756531	0.8759733438491821	95.34239959716797	0.33619463443756104
8ee2	102				0.8734874129295349	0.8849113583564758	0.8734874129295349	95.83999633789062	0.3327796459197998
8ee2	103				0.8626900315284729	0.8751194477081299	0.8626900315284729	95.71121215820312	0.3369865119457245
8ee2	104				0.8704921007156372	0.8822154998779297	0.8704921007156372	95.8126220703125	0.33331945538520813
8ee2	105				0.8617601990699768	0.8741742372512817	0.8617601990699768	95.07353973388672	0.34371063113212585
8eln	101				0.8372379541397095	0.8544381260871887	0.8372379541397095	95.58331298828125	0.3366139531135559
8eln	102				0.8416389226913452	0.8586215972900391	0.8416389226913452	95.38287353515625	0.3329504728317261
8eln	103				0.8416731357574463	0.8583959937095642	0.8416731357574463	95.62425231933594	0.3350609540939331
8eln	104				0.8650012612342834	0.8784338235855103	0.8650012612342834	95.48164367675781	0.33017978072166443
8eln	105				0.8452485799789429	0.861492395401001	0.8452485799789429	95.49781799316406	0.3324016034603119
8elq	101	0.0113267279635131	15.270808833241423	0.0	0.21809163689613342	0.3012697100639343	0.21809163689613342	82.716064453125	0.8773757815361023
8elq	102	0.0116736331244563	15.131597432069004	0.0	0.207151859998703	0.2943055331707001	0.207151859998703	83.38264465332031	0.8276647925376892
8elq	103	0.0121562905881836	14.699073300941055	0.0	0.24573127925395966	0.3258969187736511	0.24573127925395966	83.3624038696289	0.8196054100990295
8elq	104	0.0117985594244773	14.916755019555737	0.0	0.23598262667655945	0.3189954459667206	0.23598262667655945	83.91600799560547	0.7972654104232788
8elq	105	0.0117600935303156	15.11258868419224	0.0	0.20823293924331665	0.29567188024520874	0.20823293924331665	83.32928466796875	0.814575731754303
8et0	101	0.7430740837998413	1.289284685066865	0.7183098591549296	0.496465802192688	0.5714040994644165	0.496465802192688	92.10193634033203	0.43251141905784607
8et0	102	0.7217068616804184	1.338607414428726	0.6901408450704225	0.5821515321731567	0.6425736546516418	0.5821515321731567	92.41500854492188	0.40898555517196655
8et0	103	0.1053051372836008	7.841367153525154	0.1690140845070422	0.4006894826889038	0.4914643168449402	0.4006894826889038	91.22505950927734	0.4574316442012787
8et0	104	0.6503113865127621	1.5166368669270591	0.5211267605633803	0.5500442981719971	0.6153486371040344	0.5500442981719971	91.95975494384766	0.4214829206466675
8et0	105	0.6989083475252933	1.4030224474097055	0.6197183098591549	0.6472433805465698	0.6964529752731323	0.6472433805465698	92.79925537109375	0.3959505259990692
8evd	101				0.8575226068496704	0.8682477474212646	0.8575226068496704	94.97463989257812	0.33997705578804016
8evd	102				0.8775366544723511	0.885602593421936	0.8775366544723511	95.724365234375	0.33521556854248047
8evd	103				0.8651490807533264	0.8747607469558716	0.8651490807533264	95.59815979003906	0.3378233015537262
8evd	104	0.9264686847045512	0.5073848349536316	0.8939393939393939	0.8793942928314209	0.8885358572006226	0.8793942928314209	95.43995666503906	0.33193710446357727
8evd	105				0.8728615045547485	0.8817123770713806	0.8728615045547485	95.71339416503906	0.33562055230140686
8ezk	101				0.14925850927829742	0.2145480215549469	0.14925850927829742	82.9386978149414	0.7426232695579529
8ezk	102				0.14499488472938538	0.212493434548378	0.14499488472938538	83.18817138671875	0.7401350736618042
