pdb	cv_cdr_h3	cv_iptm	mean_cdr_h3_rmsd	mean_iptm	mean_dockq_ha	variance_ratio
8g0i	0.12010099006323206	0.3512862087352802	1.69488	0.3393774002790451	0.014834302508467859	0.3418892830880728
8g4p	0.2649721277117962	0.02483773365744481	6.2929	0.7940504670143127	0.07345506548977297	10.668128234492682
8gjr	0.6908234149899244	0.2411526053470338	1.8349800000000003	0.7001908898353577	0.49855435848122254	2.86467323873937
8gy5	0.28420519726490745	0.009518615590141695	0.61622	0.9591345310211181	0.5000209168583707	29.85782906909856
8gye	0.05278019545667959	0.0630009852769836	1.28458	0.7743597149848938	0.017682803792231742	0.837767778148733
8h5t	0.05924231843877374	0.3963783161991641	1.08712	0.22993268072605128	0.03594794418007232	0.14945902946165923
8h5u	0.523182217065253	0.4315670792857131	0.57382	0.41852638125419617	0.0098436503087162	1.212284815447861
8h63	0.054330941722059864	0.027043091713912556	1.9139599999999999	0.8052886009216309	0.6561012796631499	2.009050677223745
8h64	0.09358985970671811	0.35455536913365937	4.53546	0.6304328620433808		0.26396401762410443
8hes	0.2296488480316899	0.04183056933359178	2.77304	0.4819975018501282	0.18669134622604355	5.48997662929899
8hr2	0.10425065200730943	0.5060114873892271	3.8912999999999998	0.43441529870033263	0.07913129861635369	0.20602427930083572
8idi	0.18558855536403884	0.4641519510461587	3.2724199999999994	0.5464449673891068	0.006947512614335551	0.39984439351324097
8ido	0.030550185708699336	0.22300054014373236	1.19716	0.5513803720474243	0.0068799311152293405	0.13699601664197125
8im0	0.15145314056697792	0.2945290578958253	0.43613999999999997	0.6090565860271454	0.01177029528436092	0.5142213866739994
8im1	0.13746777505145485	0.34538496593529744	2.7067799999999997	0.5970986008644104		0.39801319863241336
8ipc	0.29346715556776154	0.014134482456815057	0.47176	0.7653764247894287	0.4758046215546587	20.762497421776057
8jel	0.0725323711792045	0.005544761199194329	3.8629999999999995	0.9093030571937561		13.081243460898492
8jeo	0.5436369666845862	0.02183703497171148	1.62114	0.8220804572105408		24.895182307892718
8jyr	0.18344818299318658	0.07678986181615248	2.21708	0.8063386797904968	0.03964434752132846	2.388963577410669
8k33	0.10184000913839633	0.3554253255504443	2.4803	0.5928191065788269		0.2865299735765242
8k3k	0.3972555424518192	0.18096691649730218	6.0611	0.5313761532306671	0.0101762896654615	2.1951832420029183
8k3l	0.07216035874706205	0.21211028609794635	0.78512	0.5852547824382782		0.34020207164182736
8opr	0.056262820272927526	0.1736834783746642	11.35548	0.3127825796604156	0.00497916962438062	0.32393881559395793
8oww	0.4649965681150498	0.37606950118369215	0.98994	0.23571348190307617	0.01120220211930036	1.236464447798762
8oxv	0.5724531772985173	0.31041597397490506	3.55546	0.48397674560546877	0.00668443088919098	1.8441485789800112
8oxw	0.046325916075010236	0.1138096443612051	2.72926	0.37586902976036074	0.00464020306631008	0.4070473669874818
8oxx	0.07784078869459331	0.07893774639077408	2.74218	0.39758274555206297	0.011503470157099741	0.986103508823898
8oxy	0.11294913161236625	0.13021649628569792	2.98076	0.3696021795272827	0.00426116069574356	0.8673949525147207
8ozb	0.27537784040814	0.008414765683429548	0.8857199999999998	0.9499473690986633		32.72555062946282
8pe1	0.9648667594748863	0.08449871038389967	2.85458	0.7975433945655823		11.418715801593244
8pe2	0.0665535401772459	0.2884300970229986	1.6962199999999998	0.44396287202835083	0.02295180008308558	0.23074408969164933
8pih	0.2547261819200394	0.06415973849434502	6.11122	0.7239246726036072	0.03559759854731886	3.9701873464227213
8pmz	0.19578239281505158	0.22781514690190133	36.0634	0.26039987504482265	0.020383038641435165	0.8593914648675961
8pwv	0.1373287286191183	0.1983224969958348	29.096680000000003	0.39326402544975275		0.6924515912181284
8pww	0.22566863561378409	0.6029156289464748	30.73594	0.24584619998931875	0.0072646750249506595	0.37429554780013563
8pyr	0.11739957950550842	0.13249477166763884	1.92208	0.41877580881118776		0.8860695258225246
8q3j	0.033463122702557246	0.08419875929054157	5.61168	0.8555139899253845	0.1779108140053013	0.397430116364153
8q6r	0.04084310593343023	0.10247178072862367	2.96572	0.617527425289154	0.03005952030318368	0.3985790589664402
8q7o	0.2505056950191881	0.009913770931136807	0.56942	0.9461718678474427		25.268457054258644
8q94	0.17595394072664028	0.12259233695233425	0.75264	0.8311478734016419	0.769009382636356	1.4352768297014669
8q95	0.07170484659784403	0.01944341906687446	0.6143799999999999	0.9102676153182984	0.7676125914382265	3.687872300196769
8qf4	0.1007440668626456	0.0026024902526054763	0.43186	0.9498705506324768	0.8825535687029964	38.710641379650106
8qf5	0.08542266493338184	0.10601132468176393	9.34254	0.7743177771568298	0.0557747579440631	0.8057881098063125
8qgx	0.40602411888325973	0.26906946459679965	9.1448	0.6477121770381927	0.06595341204638884	1.5089936700609508
8qh0	0.6290566366296971	0.045107831206743	3.16798	0.6273465991020203	0.7989159689427358	13.945619192963147
8qrg	0.17798215675967852	0.18026100771800319	1.1754	0.511376577615738	0.01124536140672538	0.9873580482702634
8qz3	0.5497560852637051	0.23008940126583288	2.98116	0.6132833003997803	0.15919462239809246	2.3893151194241518
8r4n	0.5994949653459842	0.07366728940581901	3.9910200000000002	0.8285229086875916	0.13220393087429755	8.13787191277639
8r4u	0.39508709795584795	0.2509576653113834	18.550159999999998	0.5728371620178223		1.5743177139683362
8rby	0.15591887128040588	0.0637987194594043	5.03852	0.704489529132843	0.34889302343920736	2.4439185081076507
8rj7	0.5372152746192252	0.2028889343206845	2.67438	0.21842191517353055		2.6478293477066
8rp8	0.26427926052003625	0.06508885028287138	2.0507400000000002	0.7511579275131226	0.042800855809968674	4.060284662757107
8rw9	0.17126106910075883	0.3150622329428928	0.35822000000000004	0.7529712378978729		0.5435785416140343
8rwb	0.24582401133272058	0.06053565713054863	0.58404	0.8555663347244262	0.049269858836845634	4.0608134607771245
8rz0	0.07628792113980007	0.35156909899227046	16.0714	0.5079281628131866		0.21699268041039443
8rz1	0.5021646818501051	0.09354170026784633	21.98588	0.4037386655807495	0.2834134244228173	5.368351017911926
8rz2	0.3265598046218841	0.10702937769592562	5.569100000000001	0.5331798195838928	0.008183155354355601	3.051123080895158
8s0l	0.07396840332342025	0.007380628392342112	1.3663599999999998	0.9336479425430297	0.7092515888666032	10.02196552805278
8s0n	0.06722611153310273	0.011865667264080833	1.55744	0.9226090788841248	0.727390720143333	5.665598911289745
8s6m	0.7956526198614114	0.025179712192306126	3.1706	0.5938530683517456	0.26187996453162343	31.598956087533434
8s79	0.27871487994282934	0.28183965286208706	4.433	0.49668368697166443	0.01497246267777726	0.9889129407891133
8sdf	0.2131971447374208	0.08070828759321046	5.54666	0.5637508511543274	0.02327118351623345	2.6415768577817764
8sfs	0.17526129262744647	0.17784263422813434	0.59028	0.5328129172325134	0.598243968962312	0.9854852487318841
8sfx	0.15392191020411064	0.1887016721926137	0.63698	0.8026395559310913	0.8159874879171491	0.8156891691293426
8sfz	0.03865365868489123	0.2809433607775873	4.87104	0.43701425194740295		0.13758523631918795
8sgn	0.1688316609189116	0.12162042434500521	1.59008	0.4677435040473938	0.09048628687885929	1.3881850998972056
8siq	0.2456711880463428	0.07818793904689202	6.65	0.5789935350418091	0.07384753882354692	3.1420599013232113
8sk5	0.16536600300609314	0.2208218605957108	1.65484	0.28804840147495264	0.02897008118658324	0.7488660885293944
8slb	0.1763053781729203	0.176739614337198	9.209340000000001	0.7397468447685241	0.0568099699209925	0.9975430739401228
8sos	0.1908848158738696	0.06422446316388893	2.56536	0.7798439264297485		2.972151209528477
8sow	0.08933824983772158	0.036782865622585266	22.56694	0.6036483645439148	0.15444033799170165	2.4288007017829103
8soz	0.18722127151997744	0.05972004041916933	28.460140000000003	0.5577186822891236	0.13529485852239803	3.1349823309878726
8szy	0.6990962153631362	0.023579203767287605	3.55488	0.8101866006851196	0.042098583156924704	29.648847444671603
8tbb	0.6730498650153363	0.021454650852681032	2.30026	0.8906312227249146	0.876764292243552	31.37081417156831
8tft	0.3127017319807937	0.05272635297548892	2.3366800000000003	0.7549056053161621	0.35100325143684696	5.930653541051102
8trs	0.36591070627687533	0.04928568647007279	2.0342399999999996	0.7545151472091675	0.06508398431360286	7.424279389900825
8ts0	0.27844763989623883	0.0149220672677096	1.5919	0.7394883394241333	0.05788415879499298	18.660124961290165
8tuz	0.015489952617648562	0.02285281720697299	2.72056	0.8883883953094482	0.46746684351349443	0.677813701363794
8tv3	0.025148319775590414	0.018913579707206172	4.27672	0.9091331720352173	0.4800402107945437	1.3296435769908101
8u08	0.3984326668106813	0.08790446113714025	1.2668199999999998	0.7644213557243347	0.144559949088729	4.532564805659684
8u3s	0.49586652770407064	0.008109698204925147	1.6038599999999998	0.8746643424034118	0.00995621094951862	61.144880508984066
8udz	0.04955920657695595	0.15322690412230866	3.65028	0.6615535497665406		0.32343671537863117
8uky	0.44306979763398774	0.0204047961696667	3.15334	0.8909298181533813		21.714002627119847
8up2	0.0393586535995482	0.0568434654768121	4.77602	0.5696595072746277	0.018534465517230952	0.6924041887559371
8urf	0.6260795528144942	0.0788601056392514	2.5322999999999998	0.7332412958145141	0.04022071501695438	7.939116334417802
8uvy	0.1568362320671598	0.09441311974614587	0.44997999999999994	0.8127979040145874	0.4184233124313207	1.6611698934306443
8uw2	0.1623001267628037	0.10118464646101492	0.44654	0.7961630821228027	0.4344739294021573	1.6039995437977415
8uw7	0.16915308685374025	0.09556575749967534	0.42783999999999994	0.8170111298561096	0.39562308025741605	1.7700177477724164
8uw9	0.3013573713401657	0.24625713577996436	0.50712	0.5447312712669372	0.4660970804089909	1.2237508179638479
8v13	0.5320404771561953	0.05227331067564903	3.13632	0.6328445315361023	0.0984216416232311	10.178052055234387
8v52	0.12011968098647262	0.0969636772224079	1.57962	0.7095208525657654	0.6145534003291337	1.2388111138870201
8v5q	0.27176954278859183	0.09396708778609644	2.1261400000000004	0.7429068684577942	0.24500905934859066	2.8921779869057875
8vrs	0.08644281545076046	0.3418218992499003	26.77716	0.349220722913742		0.2528884651347735
8vtd	0.8468613183605678	0.03265702353062883	1.9234200000000001	0.8615502715110779	0.7125559201383198	25.931981142320012
8vte	0.5380404842321136	0.02556729011245292	1.6011199999999999	0.849280035495758	0.3045656467452093	21.04409508655957
8vui	0.3830332354616909	0.09886607399515453	3.00032	0.6182957649230957	0.0723158320731097	3.8742636374987796
8vvl	0.152105518123519	0.12181596993534814	1.9959600000000002	0.8315423846244812	0.09960616898634134	1.2486500596288528
8w0w	0.583277750184688	0.11419341919409154	2.6009	0.6723503470420837	0.3511036073954082	5.107805285988557
8w90	0.11236974816848608	0.19692600288641854	2.35832	0.5090016484260559	0.0245266011962501	0.5706191489261976
8weo	0.06136935521523573	0.007405539968563969	3.3723799999999997	0.9075626373291016	0.7355661835449987	8.286952129857461
8x0t	0.13889459559450212	0.020701639544331636	2.56764	0.7786696076393127	0.07190997488921838	6.70935243061621
8x0y	0.08089222389006635	0.03873528215769048	4.1965	0.696763551235199	0.19389547120898723	2.0883344430216333
8xk6	0.11695550880337167	0.05159427989247904	1.7038799999999998	0.42435699701309204	0.007635816617330681	2.266830917053276
8y9t	0.25252529869157897	0.09913749236452299	3.57946	0.7802780985832214	0.5916429627939764	2.54722297960753
8ybl	0.17804149869455624	0.31701967920033136	2.5276400000000003	0.295289459824562	0.4121824190695758	0.5616102418110395
8ybm	0.06948254185153288	0.5629184475026867	7.11904	0.35163265466690063	0.016957187734168922	0.12343269644081305
8ybn	0.0930697699109009	0.3735851077222774	2.6136600000000003	0.5177416294813156	0.05681457886915975	0.24912601703622736
8ybo	0.1560736005766943	0.05062800796015567	3.0235399999999997	0.7342927932739258		3.0827521536996776
8ybp	0.3684433454406684	0.013455334835954569	1.32186	0.8766294121742249	0.5524898332599113	27.382696152319852
8yj8	0.12242893118686363	0.03235136145970532	2.37236	0.8510349869728089	0.6603002432180506	3.7843517448053268
8ykt	0.6287109695802122	0.06922890629774282	6.674200000000001	0.5658083438873291	0.03341074346509022	9.081625049458726
8ysh	0.1399191400645288	0.12030215082642635	4.87526	0.6869565725326539	0.02195326450318218	1.1630643268083054
8yub	0.18012567151484254	0.04889266359538999	6.3683	0.5356413543224334	0.014265087417564298	3.684104286186329
8yvj	0.08049016469996394	0.018308149940092517	2.08644	0.9019310593605041	0.03010711465078424	4.396411705352092
8yvo	0.16020309735398117	0.30846518944794393	1.29698	0.6342463612556457	0.05754837119026366	0.5193555150929495
8yxi	0.061691247557496345	0.05883911803694943	9.768699999999999	0.5468971371650696	0.00505832804364948	1.048473356088646
8yyz	0.06427761665975246	0.018464561934621287	0.9574400000000001	0.928889524936676	0.7800705347847835	3.4811341253231203
8z2e	0.15833043070643837	0.013135709138956684	0.79798	0.8445545554161071	0.7040569161320799	12.053436097856071
8z2v	0.05275067437267245	0.013600352909588376	0.97484	0.9292160749435425	0.8387168745022677	3.878625409454098
8z39	0.18667313174534242	0.005187769843116294	0.34936	0.962017023563385	0.9329870462980285	35.98331024516073
8z3a	0.12876059103875073	0.004639848841677154	0.64364	0.9591354727745056	0.8648664216537595	27.751031430629098
8z8v	0.27248092052528655	0.40416768035515416	2.01696	0.3639673411846161	0.02370796037344888	0.674177906273578
8zca	0.4064957332423073	0.026543353462602393	4.22578	0.8322293281555175	0.0380084090241399	15.314407571561352
8zu9	0.5692205270164388	0.07388516751387238	1.98068	0.7606379866600037	0.05521295030949606	7.7041244700374305
9atm	0.694592174612804	0.06254470831511966	3.49484	0.5973286271095276	0.23665663907137616	11.105530640789514
9au1	0.9099609595142147	0.08767061590188609	3.5127399999999995	0.5615322947502136	0.19259875313096414	10.379315237531467
9azr	0.06354019448726253	0.09231182433286107	8.70744	0.6053775787353516	0.14486191325187608	0.6883212952020877
9bdi	0.4395159445518241	0.05482612359042115	3.89544	0.7750172734260559	0.029582561303605148	8.016542402947003
9bt5	0.06366295386867205	0.07917471995005387	3.3965400000000003	0.6195833444595337		0.8040818320397322
9cds	0.4755290843570694	0.04191237070179442	1.18588	0.49217732548713683	0.0029069448548609753	11.345793053331395
9d41	0.1876768517360166	0.03310451927937117	1.7571400000000001	0.8632406234741211	0.05522477325559	5.6692214785600585
9dbo	0.04846505882067108	0.06513143543408166	6.37746	0.7992826342582703	0.25111064847540776	0.744111633616945
9dl0	0.2651347368427212	0.05118806616733799	4.114739999999999	0.8442222237586975	0.48982028503550046	5.179620108639658
9dq3	0.11509644045447188	0.006984797223216431	1.33066	0.8943779230117798	0.8126314016113826	16.47813626885379
9dq4	0.16266172592065292	0.006844154299215583	1.36178	0.9138585925102234	0.7754742346071403	23.766519398794937
9dx6	0.12147918191516832	0.12951887170076976	7.79818	0.7190975189208985	0.15466669922198803	0.9379264992041029
9e7n	0.12886762089520554	0.5440969247602659	2.0599	0.2599058836698532		0.23684680988040097
9e7o	0.06637792146774807	0.3521630981551499	2.20916	0.6266026198863983	0.02218136157072474	0.1884863059629957
9eht	0.0870562447747302	0.03718345236871335	1.49366	0.8418947458267212		2.3412630949777133
9en2	0.17744142844305827	0.22513276387642792	9.78046	0.7481748759746552	0.032367387950078964	0.7881635057812078
9ena	0.1047961371275068	0.2833569669959591	5.41556	0.6616546511650085	0.0074359435062718	0.3698378700143317
9erw	0.22352388899767667	0.19989110464457738	4.22232	0.44121564626693727	0.008306098722630299	1.1182282943261548
9etl	0.12987555571841758	0.36232577923164155	5.05718	0.5123370051383972	0.0107859300721263	0.35844966922816096
9eze	0.17007258279905305	0.0009835081946352373	0.5887399999999999	0.9711407661437989	0.7913100077745983	172.92441865431474
9ezh	0.07479526942218373	0.11373119597925654	1.10104	0.5606234431266784	0.4749212665561786	0.6576495461792704
9ezi	0.08985105846771478	0.2715734976470675	1.17136	0.5488103806972504	0.44706267781445097	0.33085355988780524
9ezu	0.10583423715171082	0.10526126849824916	1.1393	0.6986500263214112	0.36469412577682464	1.0054432999111274
9ezv	0.37068859094408413	0.32666621807817126	1.2607599999999999	0.5047687649726867	0.4539472158815583	1.1347625509760495
9ezw	0.025168266493987724	0.11353057408623243	2.07986	0.6945428729057312		0.22168712434124666
9f91	0.14196468328887957	0.04187376352590902	6.84004	0.885994827747345	0.3045699136547155	3.390301499912712
9fc2	0.3075646683628569	0.5017459356828946	2.31562	0.3618652462959289	0.032785461835342936	0.6129888584832284
9fik	0.07445260814159578	0.07404594004215585	7.78446	0.6721081495285034	0.03113410927930626	1.0054921052958259
9fvb	0.11713179257360605	0.5283144658517457	3.84724	0.3992470264434814		0.22170847126960042
9fww	0.12718818923622366	0.16589562602258787	5.89054	0.6433649063110352	0.09560756535278918	0.7666759653983046
9fys	0.07818515506277321	0.08779676490624913	4.861759999999999	0.8806546807289124	0.2602130117744469	0.8905243279323634
9fyt	0.16536343725873323	0.03204078421844731	7.076220000000001	0.9254274845123291	0.4053262379463162	5.161029646818885
9fzc	0.3710619229633806	0.3513105940655011	4.92702	0.5230690658092498	0.1817808100988111	1.056221842527746
9fzd	0.20474635689991533	0.09379928873120773	2.45302	0.6169200420379639	0.2935070214966763	2.182813533763979
9g2a	0.20775448914254477	0.03319007411124647	1.81988	0.8429724335670471	0.0827976113953325	6.259536765304994
9g2g	0.09885355641903618	0.20945517048746332	2.7043399999999997	0.6827939093112946		0.47195567523578
9g48	0.08037432535587906	0.08946070220243857	6.98044	0.812851071357727		0.8984316395594777
9g5l	0.05177759652696301	0.285525957722935	5.52064	0.6271475076675415	0.08283566658751858	0.1813411184744411
9g7k	0.02740655526167558	0.18134364170502518	3.30184	0.5744279205799103		0.15113050010463158
9g97	0.12986077402024743	0.06450633382907686	1.22052	0.8788070321083069	0.553255128102567	2.0131476447621552
9ggp	0.06265027086079229	0.02359057969728207	4.91828	0.4875786304473877	0.01387697600716758	2.655732570573939
9ghi	0.22552538326056237	0.020092042599283554	1.51886	0.7392342329025269	0.7746623638143761	11.224612039624294
9ghj	0.10391551623805197	0.06926790869809954	1.24884	0.6808889389038086	0.7104078247696513	1.5001971070176547
9glz	0.33157333188312055	0.3100176804025293	1.25366	0.46385852098464964	0.0428699742885031	1.0695303940491498
9gox	0.3123640532277334	0.1175025087145266	3.8647	0.8308614253997803	0.01047898119707728	2.6583607162518095
9gv3	0.11577976848542909	0.13818721430903896	0.74184	0.6350365281105042		0.8378471848090205
9gvl	0.0895034090168064	0.05448488681653517	31.078699999999998	0.6764071941375732	0.13691736736735785	1.6427199219150024
9gvn	0.1684628781139545	0.032896353967791225	1.47698	0.7623645186424255		5.1210197421542905
9gvo	0.2390064743704759	0.2714223684041915	28.14682	0.48067301511764526	0.00982345397460834	0.8805702926243606
9h1f	0.2331866391685279	0.12312199333767102	1.51408	0.44760366082191466	0.49925338456140855	1.8939478873526403
9h39	0.23692361399256875	0.29708657137242644	5.86582	0.44198372066020963	0.008828895002386	0.7974901487403897
9h4r	0.5074137186802127	0.0998803430669798	1.15054	0.8798862576484681	0.1035287391202379	5.080216017479444
9h4s	0.4311342215410617	0.08583034109901493	1.27244	0.8368802785873413	0.1015674470172668	5.023098079543923
9h6v	0.13332315891064622	0.5578971612863616	3.20486	0.5171911001205445		0.23897443500741014
9h77	0.2274853922221173	0.1272201805834177	3.5104599999999997	0.7158767580986023	0.3453951485628558	1.788123481501869
9hi4	0.10213005337432905	0.08368833061521083	4.4288	0.6870465517044068	0.06645438286094368	1.220361938439316
9hi6	0.3605720158515325	0.08801259568895353	2.7713799999999997	0.6645624279975891	0.08410433024196053	4.096822881191174
9hj9	0.5927492731826768	0.06032872476682737	2.11608	0.8244562864303588	0.036325944274097	9.82532409683237
9hk1	0.059013799185134844	0.08442808703467716	5.955080000000001	0.7355307936668396	0.0743212662346896	0.6989830192515921
9hll	0.16929553927679314	0.32413100397099576	1.9751	0.2971128970384598		0.5223059108900987
9hml	0.5147215373661769	0.6722101672681711	2.61862	0.4315627545118332	0.02202707179424068	0.7657151921072242
9ho4	0.2518203902349258	0.019237838658753333	8.419	0.9057799339294433	0.6544184610212104	13.089848329731469
9ho5	0.04103133218565243	0.05668851584540625	8.50336	0.7878027319908142	0.2277735185371823	0.7238032531588565
9ho6	0.02318662210022222	0.06028751688937637	8.512820000000001	0.7812228322029113		0.3846007149833049
9hub	0.2527160498022181	0.11859601780227731	5.8015799999999995	0.8575500965118408	0.10118859880952767	2.130898275383454
9huo	0.06644417553181674	0.023389687932533848	7.13114	0.9348357200622559	0.10119508561116095	2.8407465599143937
9hur	0.25755793593652415	0.014604928854853079	0.95726	0.9261793494224548	0.6805526757873067	17.635001066844644
9hxo	0.07242664192766624	0.023389687932533848	7.10942	0.9348357200622559	0.3720660533231101	3.0965202330435764
9hzj	0.23784111027430824	0.02627531651069602	1.0344000000000002	0.8624961733818054	0.78814206766377	9.05188373953513
9hzk	0.14862848425315442	0.022217991432433488	1.17926	0.8313950657844543	0.6244614562514272	6.689555386009773
9i59	0.242898478489232	0.12412547422415307	0.8762399999999999	0.5591836214065552		1.9568785537978421
9iqp	0.12796120601574415	0.4888450473039235	8.727219999999999	0.3722036451101303	0.065509195358637	0.2617623042750977
9jbq	0.07932423998377733	0.04320569377036052	4.46316	0.7849112510681152	0.041841389698118035	1.8359672779561855
9jcy	0.3649608905245267	0.13363575220992407	2.76784	0.5369076073169708	0.0194997861539467	2.731012356268414
9jd0	0.14919965489510037	0.25500535229994264	13.041720000000002	0.5628693580627442	0.028764334920000564	0.5850844052857707
9jd1	0.3147686394100732	0.021098177646199992	8.772920000000001	0.8137141346931458	0.21149009136835312	14.919233532321993
9jeb	0.06942056301510681	0.4023625671335211	25.10176	0.39755150973796843	0.00779741712415615	0.17253235933369046
9jno	0.3556168068785753	0.08491436876402171	4.70638	0.6219118356704711	0.07879123173748692	4.187946186903181
9jqv	0.1515256085652087	0.05655853416680239	0.9371	0.5582480192184448	0.039929796123525	2.6790936292360312
9k6j	0.23461317608708115	0.05157496299561296	2.8628799999999996	0.7103107571601868	0.19933702987870855	4.5489742010486305
9kur	0.3778027102488655	0.06475875696868522	9.118	0.6455604791641235	0.01771666622506365	5.834001885359783
9l9y	0.08858246586833625	0.10368993491635378	4.458920000000001	0.7781362414360047	0.03231354227045496	0.8543014897231379
9lad	0.18406112413913847	0.018262249555914795	1.44182	0.8867689609527588	0.7769078675716996	10.078776088103812
9lh2	0.33605911273143546	0.5336353067598627	4.53212	0.2585861682891845	0.0448749863212209	0.6297542693940656
9lme	0.1798436515888192	0.1326067296784166	0.58986	0.8161775469779968		1.356218134818319
9lrf	0.035866375264445485	0.08767728751202919	18.97878	0.5997669219970703	0.04383221137422854	0.40907259202703633
9m5b	1.0620834425179864	0.024829178881252502	1.65958	0.9096629738807678	0.7873766495166998	42.775616849734895
