pdb	n_contact	n_noncontact	contact_fraction	pae_contact_ag	pae_noncontact_ag	pae_cdr_ag	ratio_contact_noncontact
8ezm	5	7	0.4166666666666667	25.034037	24.24720001220703	24.575048	1.0324506759643555
8f5i	4	11	0.2666666666666666	6.0885963	6.884138107299805	6.6719937	0.8844384551048279
8f6v	9	11	0.45	25.849247	26.02186393737793	25.944185	0.9933664798736572
8fdo	11	14	0.44	22.581957	19.30174446105957	20.745039	1.1699438095092773
8fxv	7	4	0.6363636363636364	13.947434	13.285773277282715	13.70683	1.0498021841049194
8g0i	7	3	0.7	22.320162	21.370946884155273	22.035397	1.0444161891937256
8g4p	6	13	0.3157894736842105	10.050948	10.194108963012695	10.1489	0.9859564900398254
8gjr	7	6	0.5384615384615384	5.480334	6.728692054748535	6.056499	0.8144723773002625
8gy5	4	6	0.4	2.0752175	1.780645489692688	1.8984742	1.165429949760437
8gye	5	6	0.4545454545454545	16.495747	16.25108528137207	16.362297	1.0150550603866577
8h5t	9	6	0.6	23.362217	22.928478240966797	23.18872	1.0189170837402344
8h5u	3	2	0.6	14.320697	13.74219036102295	14.089294	1.0420970916748047
8h63	9	5	0.6428571428571429	10.010298	9.255668640136719	9.740787	1.0815315246582031
8h64	11	7	0.6111111111111112	6.133168	6.0340046882629395	6.094605	1.0164340734481812
8hes	10	8	0.5555555555555556	24.589933	24.887807846069336	24.722322	0.9880313277244568
8hr2	8	13	0.3809523809523809	20.468567	19.5939884185791	19.927164	1.0446350574493408
8idi	6	16	0.2727272727272727	24.639515	23.910388946533203	24.109241	1.0304940938949585
8ido	11	11	0.5	7.3808746	7.671115398406982	7.525995	0.9621644616127014
8im0	10	5	0.6666666666666666	6.2701983	6.372865200042725	6.3044205	0.9838899970054626
8im1	3	16	0.1578947368421052	15.256023	15.37533950805664	15.356501	0.992239773273468
8ipc	6	4	0.6	10.766824	10.994709968566895	10.857979	0.9792730808258057
8jel	5	7	0.4166666666666667	4.1458435	3.381948232650757	3.7002382	1.2258743047714233
8jeo	5	11	0.3125	13.146578	12.043267250061035	12.388052	1.0916122198104858
8jyr	3	10	0.2307692307692307	11.380974	11.407635688781738	11.401483	0.9976627826690674
8k33	4	5	0.4444444444444444	9.175523	8.775383949279785	8.953224	1.0455979108810425
8k3k	1	15	0.0625	10.401331	14.768733978271484	14.495771	0.7042804956436157
8k3l	10	10	0.5	10.659466	10.334157943725586	10.496813	1.0314788818359375
8opr	10	5	0.6666666666666666	26.747326	27.829524993896484	27.108059	0.9611132740974426
8oww	9	8	0.5294117647058824	20.283104	20.062414169311523	20.17925	1.011000156402588
8oxv	6	9	0.4	17.824488	15.316551208496094	16.319727	1.1637402772903442
8oxw	7	8	0.4666666666666667	25.744072	24.697250366210938	25.185772	1.0423861742019653
8oxx	6	9	0.4	26.805021	25.71327781677246	26.149977	1.0424582958221436
8oxy	6	9	0.4	23.824242	23.445837020874023	23.597198	1.0161395072937012
8ozb	7	7	0.5	1.2933578	2.2098047733306885	1.7515813	0.585281491279602
8pe1	9	7	0.5625	13.171015	12.193511962890625	12.743359	1.0801658630371094
8pe2	8	7	0.5333333333333333	17.694387	16.298643112182617	17.04304	1.0856356620788574
8pih	11	9	0.55	11.948561	9.134078025817871	10.682043	1.308129906654358
8pmz	6	11	0.3529411764705882	27.51107	24.85818099975586	25.794493	1.1067209243774414
8pwv	5	5	0.5	21.556067	20.45118522644043	21.003626	1.0540252923965454
8pww	7	6	0.5384615384615384	26.111944	25.795541763305664	25.965912	1.0122658014297485
8pyr	8	0	1.0	17.339983		17.339983	
8q3j	10	9	0.5263157894736842	4.572793	3.2147793769836426	3.9295235	1.4224282503128052
8q6r	7	6	0.5384615384615384	13.978271	15.122901916503906	14.506562	0.9243113994598389
8q7o	7	6	0.5384615384615384	2.847515	2.773545980453491	2.8133755	1.0266695022583008
8q95	14	6	0.7	3.1612258	3.308757781982422	3.2054856	0.9554116725921631
8qf4	11	8	0.5789473684210527	1.5235319	1.6733968257904053	1.5866328	0.9104427099227905
8qf5	11	1	0.9166666666666666	5.3230352	4.32265567779541	5.23967	1.2314270734786987
8qgx	11	5	0.6875	11.676881	9.891823768615723	11.119051	1.1804578304290771
8qh0	6	5	0.5454545454545454	18.549591	18.307659149169922	18.439623	1.0132148265838623
8qrg	10	7	0.5882352941176471	15.879564	15.40346908569336	15.683526	1.0309083461761475
8qz3	6	14	0.3	19.245934	16.840238571166992	17.561947	1.1428539752960205
8r4n	4	11	0.2666666666666666	8.482803	7.665088653564453	7.883147	1.1066803932189941
8r4u	4	8	0.3333333333333333	26.692133	26.23313331604004	26.386135	1.017496943473816
8rby	9	4	0.6923076923076923	13.008773	12.064271926879883	12.718157	1.0782891511917114
8rp8	2	7	0.2222222222222222	13.454302	13.180133819580078	13.241059	1.0208016633987427
8rwb	3	6	0.3333333333333333	6.392635	5.7186713218688965	5.9433265	1.1178531646728516
8rz0	12	10	0.5454545454545454	14.270843	14.280352592468262	14.2751665	0.9993340373039246
8rz1	4	9	0.3076923076923077	17.431942	16.539552688598633	16.814135	1.053954839706421
8rz2	5	8	0.3846153846153846	22.529942	21.722515106201172	22.033064	1.0371700525283813
8s0l	14	7	0.6666666666666666	5.3562717	8.807743072509766	6.506762	0.6081321239471436
8s0n	12	9	0.5714285714285714	5.5334353	8.830467224121094	6.9464493	0.6266299486160278
8s6m	10	6	0.625	19.586515	18.2459716796875	19.08381	1.0734707117080688
8s79	2	6	0.25	19.356247	18.40937042236328	18.64609	1.0514345169067383
8sdf	9	11	0.45	22.77377	21.26447105407715	21.943653	1.0709774494171143
8sfs	7	13	0.35	14.379388	13.382695198059082	13.731537	1.0744762420654297
8sfx	10	7	0.5882352941176471	11.902832	12.041036605834961	11.959739	0.9885222315788269
8sfz	5	12	0.2941176470588235	18.172424	17.348222732543945	17.590633	1.0475093126296997
8sgn	4	9	0.3076923076923077	27.114452	26.012056350708008	26.351255	1.0423802137374878
8siq	10	11	0.4761904761904761	20.2287	20.039337158203125	20.129509	1.0094496011734009
8sk5	12	7	0.631578947368421	21.403894	21.078231811523438	21.28391	1.0154502391815186
8slb	10	13	0.4347826086956521	6.405503	5.779562950134277	6.0517106	1.1083022356033325
8sos	11	9	0.55	10.421245	10.990544319152832	10.67743	0.9482009410858154
8sow	5	3	0.625	11.230762	10.92991828918457	11.117945	1.027524709701538
8soz	5	3	0.625	13.591979	13.485574722290039	13.552077	1.007890224456787
8szy	4	6	0.4	7.06563	6.599750995635986	6.7861023	1.0705903768539429
8tbb	6	10	0.375	3.6698532	3.4032180309295654	3.503206	1.07834792137146
8tft	6	9	0.4	13.235217	10.341569900512695	11.499029	1.2798073291778564
8trs	3	5	0.375	11.956168	11.877285957336426	11.906867	1.0066413879394531
8ts0	7	8	0.4666666666666667	16.018139	14.39168643951416	15.150697	1.1130133867263794
8tuz	9	6	0.6	3.6129465	3.3702261447906494	3.5158584	1.0720189809799194
8tv3	7	7	0.5	5.461172	5.353198528289795	5.407185	1.020169973373413
8u08	9	13	0.4090909090909091	7.8617473	8.085935592651367	7.9942226	0.9722743034362793
8u3s	2	9	0.1818181818181818	5.3382807	3.9994430541992188	4.2428684	1.3347560167312622
8udz	5	9	0.3571428571428571	10.385236	10.426365852355957	10.411675	0.9960551857948303
8uky	5	6	0.4545454545454545	4.5400066	4.47136116027832	4.5025635	1.0153522491455078
8up2	5	6	0.4545454545454545	26.923006	24.589317321777344	25.650085	1.0949065685272217
8urf	3	8	0.2727272727272727	6.950189	6.012637615203857	6.2683334	1.1559301614761353
8uvy	6	4	0.6	13.016807	13.530251502990723	13.222184	0.9620521068572998
8uw2	7	3	0.7	11.946636	13.225700378417969	12.330355	0.9032894968986511
8uw7	7	3	0.7	7.022858	8.207432746887207	7.378231	0.8556705117225647
8uw9	7	3	0.7	14.278494	15.032350540161133	14.504651	0.9498510360717773
8v13	5	6	0.4545454545454545	19.055382	18.55372428894043	18.78175	1.0270380973815918
8v52	4	6	0.4	20.094908	19.571788787841797	19.781034	1.0267282724380493
8v5q	6	9	0.4	17.552828	15.472806930541992	16.304815	1.1344307661056519
8vrs	5	3	0.625	23.725313	23.61219596862793	23.682892	1.0047906637191772
8vtd	5	7	0.4166666666666667	6.2494783	5.424729824066162	5.768375	1.1520349979400635
8vte	5	11	0.3125	7.7084174	6.8201518058776855	7.097735	1.1302412748336792
8vui	6	4	0.6	19.382545	19.234792709350586	19.323444	1.0076814889907837
8vvl	7	7	0.5	9.269539	7.777737617492676	8.523639	1.191804051399231
8w0w	10	8	0.5555555555555556	19.695204	18.407968521118164	19.123098	1.0699281692504883
8w90	8	9	0.4705882352941176	17.064049	15.399273872375488	16.182697	1.108107328414917
8weo	9	5	0.6428571428571429	3.037855	2.778964042663574	2.9453938	1.0931609869003296
8x0t	9	10	0.4736842105263157	9.336328	7.535975456237793	8.388774	1.2389010190963745
8x0y	7	2	0.7777777777777778	10.69684	10.316457748413086	10.61231	1.0368714332580566
8xk6	7	6	0.5384615384615384	21.472126	20.944442749023438	21.22858	1.0251944065093994
8y9t	13	6	0.6842105263157895	10.166101	9.142751693725586	9.842938	1.1119301319122314
8ybl	10	11	0.4761904761904761	17.436453	17.022022247314453	17.219372	1.0243467092514038
8ybm	14	8	0.6363636363636364	18.305164	17.807043075561523	18.12403	1.0279732942581177
8ybn	7	17	0.2916666666666667	10.712307	9.678497314453125	9.980025	1.1068150997161865
8ybo	6	15	0.2857142857142857	8.199541	8.948431968688965	8.734463	0.9163103699684143
8ybp	9	11	0.45	3.5660155	4.241428375244141	3.9374924	0.8407581448554993
8yj8	10	8	0.5555555555555556	7.5528345	12.409319877624512	9.711273	0.6086421012878418
8ykt	8	9	0.4705882352941176	19.17052	18.327224731445312	18.72407	1.046013355255127
8ysh	2	8	0.2	9.330244	9.59389591217041	9.541165	0.972518801689148
8yub	10	10	0.5	21.935843	18.89757537841797	20.416708	1.1607755422592163
8yvj	1	18	0.0526315789473684	5.9421983	5.248741149902344	5.2852387	1.1321187019348145
8yvo	8	14	0.3636363636363636	14.250244	13.803982734680176	13.966259	1.032328486442566
8yxi	3	12	0.2	21.61627	21.441097259521484	21.476133	1.0081700086593628
8yyz	5	7	0.4166666666666667	4.8086877	3.983883857727051	4.3275523	1.2070350646972656
8z2e	7	3	0.7	3.8944547	4.27035665512085	4.007225	0.9119741320610046
8z2v	6	6	0.5	4.389095	3.701606273651123	4.0453506	1.1857271194458008
8z39	5	7	0.4166666666666667	2.8665051	2.383784770965576	2.5849183	1.202501654624939
8z3a	5	7	0.4166666666666667	2.9502976	2.4501848220825195	2.6585653	1.2041122913360596
8z8v	6	2	0.75	22.48115	21.649456024169922	22.273226	1.0384163856506348
8zca	5	10	0.3333333333333333	8.739449	7.087852954864502	7.638385	1.2330178022384644
8zu9	5	11	0.3125	12.314237	10.550789833068848	11.101867	1.1671388149261475
9atm	10	6	0.625	13.439885	12.828154563903809	13.210486	1.0476865768432617
9au1	10	6	0.625	20.843092	19.651283264160156	20.396164	1.0606478452682495
9azr	8	11	0.4210526315789473	20.519142	18.524940490722656	19.364605	1.107649564743042
9bdi	5	17	0.2272727272727272	16.583387	16.596845626831055	16.593786	0.9991890788078308
9bt5	4	14	0.2222222222222222	21.412394	20.602432250976562	20.782425	1.0393139123916626
9cds	4	2	0.6666666666666666	26.197388	26.095857620239258	26.163542	1.0038906335830688
9d41	8	8	0.5	8.489791	7.869882106781006	8.179836	1.0787698030471802
9dbo	6	10	0.375	8.046568	7.4116315841674805	7.649733	1.085667610168457
9dl0	6	10	0.375	11.055328	9.768206596374512	10.250877	1.131766438484192
9dq3	3	8	0.2727272727272727	4.60922	4.431652545928955	4.4800797	1.0400680303573608
9dq4	4	7	0.3636363636363636	3.6804261	3.0168373584747314	3.2581422	1.2199617624282837
9dx6	12	11	0.5217391304347826	16.107552	16.650503158569336	16.367224	0.9673912525177002
9e7n	7	10	0.4117647058823529	23.97439	23.185943603515625	23.5106	1.0340054035186768
9e7o	7	7	0.5	20.836773	20.710615158081055	20.773695	1.0060914754867554
9eht	7	5	0.5833333333333334	11.136729	8.4819917678833	10.030588	1.3129851818084717
9en2	7	7	0.5	8.366038	8.137212753295898	8.251625	1.0281208753585815
9ena	14	9	0.6086956521739131	11.168397	9.958389282226562	10.694916	1.1215063333511353
9erw	13	8	0.6190476190476191	17.501898	17.06705093383789	17.33624	1.025478720664978
9etl	11	4	0.7333333333333333	9.407861	9.42431354522705	9.412249	0.9982542395591736
9eze	5	5	0.5	1.640361	1.5456773042678833	1.593019	1.061257004737854
9ezh	11	7	0.6111111111111112	10.041869	9.581254959106445	9.862741	1.04807448387146
9ezi	10	8	0.5555555555555556	10.821807	10.490561485290527	10.674586	1.0315755605697632
9ezu	9	9	0.5	10.554058	10.036333084106445	10.295196	1.051585078239441
9ezv	9	9	0.5	13.671651	13.233903884887695	13.452778	1.0330777168273926
9ezw	11	7	0.6111111111111112	9.23144	8.994525909423828	9.139307	1.0263397693634033
9f91	7	11	0.3888888888888889	3.7380674	2.7719926834106445	3.1476884	1.3485127687454224
9fc2	6	9	0.4	14.121534	14.740567207336426	14.492954	0.9580048322677612
9fik	2	21	0.0869565217391304	18.562815	17.84345817565918	17.90601	1.0403149127960205
9fvb	9	5	0.6428571428571429	25.197283	24.60472297668457	24.985653	1.024083137512207
9fww	6	10	0.375	13.960932	12.659050941467285	13.147255	1.102841854095459
9fys	15	9	0.625	2.2500618	2.521815061569214	2.351969	0.892238974571228
9fyt	16	8	0.6666666666666666	6.3652153	4.927645206451416	5.8860254	1.2917357683181763
9fzc	7	5	0.5833333333333334	14.220129	15.450584411621094	14.73282	0.9203618764877319
9fzd	8	5	0.6153846153846154	6.775934	6.4867377281188965	6.664705	1.044582724571228
9g2a	11	9	0.55	5.372404	4.915614128112793	5.166848	1.0929263830184937
9g2g	4	13	0.2352941176470588	7.0568266	6.044898509979248	6.283	1.1674020290374756
9g48	11	13	0.4583333333333333	4.4049115	5.206000328063965	4.8388343	0.8461220264434814
9g5l	9	17	0.3461538461538461	7.81939	9.613662719726562	8.992568	0.813362181186676
9g7k	11	12	0.4782608695652174	8.831394	7.102216720581055	7.929215	1.2434700727462769
9g97	13	8	0.6190476190476191	10.249931	9.737529754638672	10.05473	1.0526213645935059
9ggp	8	7	0.5333333333333333	23.471642	23.40154266357422	23.438927	1.002995491027832
9ghi	5	8	0.3846153846153846	10.963757	10.500191688537598	10.678486	1.0441482067108154
9ghj	7	9	0.4375	17.736029	17.42578887939453	17.561522	1.017803430557251
9glz	7	11	0.3888888888888889	15.806714	15.489813804626465	15.613053	1.0204585790634155
9gox	4	10	0.2857142857142857	17.258131	17.090662002563477	17.138512	1.0097988843917847
9gv3	10	16	0.3846153846153846	14.162227	14.622363090515137	14.445389	0.9685320258140564
9gvl	7	10	0.4117647058823529	9.956787	9.806478500366211	9.868371	1.0153274536132812
9gvn	8	5	0.6153846153846154	18.711212	17.887441635131836	18.394379	1.0460530519485474
9gvo	6	9	0.4	15.302465	15.00920295715332	15.126508	1.0195388793945312
9h1f	4	3	0.5714285714285714	14.865079	14.498903274536133	14.708145	1.0252554416656494
9h39	3	12	0.2	12.8110075	13.219690322875977	13.137954	0.9690852761268616
9h4r	3	10	0.2307692307692307	16.603073	14.596125602722168	15.059267	1.1374986171722412
9h4s	4	9	0.3076923076923077	4.7083645	3.7010207176208496	4.0109725	1.2721799612045288
9h6v	9	8	0.5294117647058824	7.408607	8.404869079589844	7.8774366	0.8814660906791687
9h77	4	9	0.3076923076923077	7.862135	8.263927459716797	8.1403	0.9513799548149109
9hi4	8	14	0.3636363636363636	12.575822	11.476190567016602	11.876057	1.0958185195922852
9hi6	8	14	0.3636363636363636	16.594633	15.795838356018066	16.08631	1.0505698919296265
9hj9	8	10	0.4444444444444444	5.7409825	6.5111403465271	6.168848	0.8817169070243835
9hk1	6	7	0.4615384615384615	12.11627	11.727710723876953	11.907046	1.033131718635559
9hll	4	12	0.25	20.22485	19.23251724243164	19.4806	1.0515966415405273
9hml	10	3	0.7692307692307693	19.274685	18.638456344604492	19.127865	1.0341352224349976
9ho4	4	10	0.2857142857142857	6.2043977	7.108304500579834	6.850045	0.8728379011154175
9ho5	3	11	0.2142857142857142	6.604577	6.488226890563965	6.5131593	1.0179325342178345
9ho6	2	12	0.1428571428571428	6.683124	5.364768981933594	5.553106	1.2457431554794312
9hub	15	9	0.625	18.591228	18.196979522705078	18.443384	1.0216655731201172
9huo	16	8	0.6666666666666666	4.71631	3.8398163318634033	4.424145	1.2282644510269165
9hur	15	3	0.8333333333333334	1.9268124	1.6697908639907837	1.8839755	1.1539243459701538
9hxo	16	8	0.6666666666666666	4.71631	3.8398163318634033	4.424145	1.2282644510269165
9hzj	13	5	0.7222222222222222	3.380668	2.7129926681518555	3.1952026	1.2461028099060059
9hzk	13	5	0.7222222222222222	3.907241	3.0990095138549805	3.6827326	1.26080322265625
9i59	6	6	0.5	21.795788	20.64956283569336	21.222673	1.0555084943771362
9iqp	10	9	0.5263157894736842	12.858346	12.492470741271973	12.685037	1.0292876958847046
9jbq	3	11	0.2142857142857142	13.40705	12.245478630065918	12.494387	1.0948572158813477
9jcy	5	12	0.2941176470588235	25.01003	24.725027084350586	24.808851	1.0115269422531128
9jd0	9	7	0.5625	16.521826	16.024974822998047	16.304453	1.031004786491394
9jd1	9	13	0.4090909090909091	14.012495	12.107233047485352	12.886658	1.1573655605316162
9jeb	10	7	0.5882352941176471	15.161523	13.030693054199219	14.284122	1.1635239124298096
9jno	9	10	0.4736842105263157	16.8628	16.868183135986328	16.865633	0.9996808767318726
9jqv	7	7	0.5	17.517582	17.33700942993164	17.427294	1.0104154348373413
9k6j	6	5	0.5454545454545454	11.916643	10.336738586425781	11.198504	1.1528435945510864
9kur	4	14	0.2222222222222222	21.098997	20.603212356567383	20.713388	1.0240634679794312
9l9y	2	5	0.2857142857142857	8.603912	7.920925140380859	8.116064	1.0862256288528442
9lad	2	7	0.2222222222222222	4.6517973	6.6295576095581055	6.1900544	0.7016753554344177
9lh2	11	10	0.5238095238095238	23.244713	21.496814727783203	22.41238	1.0813096761703491
9lme	3	7	0.3	4.3691163	6.049624443054199	5.545472	0.7222127914428711
9lrf	4	12	0.25	20.107058	17.89484214782715	18.447895	1.1236231327056885
9m5b	4	6	0.4	3.7133768	3.3508594036102295	3.4958663	1.1081863641738892
9mer	7	11	0.3888888888888889	20.676632	20.264005661010742	20.42447	1.0203624963760376
9mev	7	11	0.3888888888888889	5.4555993	6.212428092956543	5.9181056	0.8781750202178955
9mic	3	10	0.2307692307692307	6.408967	4.467276096343994	4.9153585	1.434647560119629
9mid	4	10	0.2857142857142857	7.3072243	5.014583110809326	5.6696234	1.4571948051452637
9mif	7	9	0.4375	7.732814	3.727374792098999	5.4797544	2.0746004581451416
9mj3	5	11	0.3125	10.863477	7.554766654968262	8.5887375	1.4379632472991943
9ml8	7	12	0.3684210526315789	17.481638	17.19432830810547	17.300179	1.016709566116333
9mqv	9	13	0.4090909090909091	18.744926	19.94380760192871	19.453358	0.9398870468139648
9mxi	10	9	0.5263157894736842	1.6101793	1.3702479600906372	1.4965276	1.1751006841659546
9n8i	5	12	0.2941176470588235	22.275396	21.58832359313965	21.790403	1.031826138496399
9n8n	5	12	0.2941176470588235	16.574202	16.07367515563965	16.22089	1.0311394929885864
9ncd	7	7	0.5	7.029341	6.201327323913574	6.615334	1.1335220336914062
9njy	9	9	0.5	10.341669	8.863127708435059	9.602398	1.1668193340301514
9npi	7	8	0.4666666666666667	6.0478024	5.279642105102539	5.638117	1.145494818687439
9oar	2	15	0.1176470588235294	5.1106114	6.625879764556885	6.4476132	0.7713106274604797
9obn	5	13	0.2777777777777778	15.136967	8.917236328125	10.644939	1.6974953413009644
9pi9	8	6	0.5714285714285714	22.16635	20.508169174194336	21.455702	1.0808546543121338
9pru	4	6	0.4	16.852621	16.494922637939453	16.638002	1.0216853618621826
9pzi	11	8	0.5789473684210527	1.7132831	1.5233529806137085	1.6333123	1.1246789693832397
9q8l	3	5	0.375	11.720393	10.873806953430176	11.191277	1.0778555870056152
9qrv	6	13	0.3157894736842105	5.941682	6.470076560974121	6.3032155	0.9183325171470642
9rit	7	5	0.5833333333333334	4.801037	4.926328659057617	4.8532414	0.9745668768882751
9riu	7	5	0.5833333333333334	1.3975222	1.271101713180542	1.344847	1.0994573831558228
9rm2	7	8	0.4666666666666667	22.343676	21.553089141845703	21.922031	1.0366809368133545
9rn6	4	7	0.3636363636363636	8.31181	11.533378601074219	10.361899	0.7206742763519287
9th6	7	9	0.4375	7.8690057	7.655677318572998	7.749008	1.0278654098510742
9u8g	9	5	0.6428571428571429	4.7632504	7.6193742752075195	5.783295	0.6251497864723206
9uk5	7	5	0.5833333333333334	10.467765	9.312543869018555	9.986423	1.1240500211715698
9uvi	4	8	0.3333333333333333	5.9363065	5.142413139343262	5.4070444	1.154381513595581
9uzb	4	7	0.3636363636363636	15.943727	14.258421897888184	14.87126	1.1181970834732056
9uzc	4	7	0.3636363636363636	16.039032	13.967899322509766	14.721038	1.148277997970581
9uzd	4	7	0.3636363636363636	18.244825	15.454245567321777	16.469002	1.1805704832077026
9uze	4	7	0.3636363636363636	22.362509	21.509382247924805	21.81961	1.0396629571914673
9uzf	4	7	0.3636363636363636	7.6775894	5.918164253234863	6.5579553	1.2972923517227173
9uzg	4	7	0.3636363636363636	13.862401	11.37034797668457	12.276548	1.219171166419983
9uzh	4	7	0.3636363636363636	13.334491	11.439732551574707	12.1287365	1.1656296253204346
9uzi	4	7	0.3636363636363636	15.943727	14.258421897888184	14.87126	1.1181970834732056
9vdy	9	4	0.6923076923076923	22.383276	21.969818115234375	22.256058	1.0188193321228027
9vdz	7	6	0.5384615384615384	23.141409	22.488750457763672	22.840183	1.0290215015411377
9vjj	6	10	0.375	20.145346	19.247774124145508	19.584364	1.0466325283050537
9vp0	7	5	0.5833333333333334	12.445477	11.471632957458496	12.039708	1.084891438484192
9y0a	7	9	0.4375	12.751279	13.105545043945312	12.950555	0.9729682207107544
9yio	5	9	0.3571428571428571	19.951954	19.21361541748047	19.477308	1.0384278297424316
