pdb	seed	DockQ_HA	iRMSD_HA	fnat_HA	LRMSD_HA	DockQ_LA	iRMSD_LA	iptm	ptm	confidence_score	complex_plddt	complex_iplddt
7yv1	2	0.046428470802915	8.832135661637967	0.0	24.024699906997835	0.0445911180754711	9.016146714956957	0.7965248823165894	0.8407238721847534	0.8976551294326782	0.9229376316070557	0.910968542098999
7yv1	3	0.0807294142041375	6.600243048793272	0.0333333333333333	19.494629722509515	0.0684472271611107	6.4680766383936446	0.8489490747451782	0.8743938207626343	0.9103192687034607	0.9256618022918701	0.9014071226119995
7yv1	4	0.0660706046691336	7.104718446316075	0.0	19.805633761589775	0.0592886879864664	7.680206691403351	0.8895230889320374	0.9104913473129272	0.9159124493598938	0.9225097894668579	0.9007924795150757
7yv1	5	0.0810317251975184	6.543917841612426	0.0	17.371276932061438	0.0750148534391653	6.527567547503621	0.6868195533752441	0.7662319540977478	0.8784618377685547	0.9263724088668823	0.895744264125824
7z1x	1	0.0442341916052402	9.827764798645722	0.0754716981132075	44.989330898570685			0.5917052626609802	0.8265420198440552	0.7736627459526062	0.8191520571708679	0.7067388296127319
7z1x	2	0.0048708929209457	23.758867671002484	0.0	81.95443624090899			0.7669131755828857	0.8926981687545776	0.8218590021133423	0.835595428943634	0.7827447652816772
7z1x	3							0.7492648363113403	0.8693727254867554	0.8177430033683777	0.8348625898361206	0.7709766626358032
7z1x	4							0.7148604393005371	0.8466507196426392	0.8117102980613708	0.8359227180480957	0.7740183472633362
7z1x	5	0.0109478456046557	13.173633273195176	0.0	59.4325521988545			0.31173136830329895	0.7457410097122192	0.7237635254859924	0.8267715573310852	0.7037913203239441
7zau	1							0.17144227027893066	0.7767590284347534	0.7519924640655518	0.897130012512207	0.8211707472801208
7zau	2							0.2069813758134842	0.7840926647186279	0.7594224810600281	0.8975327014923096	0.8256722688674927
7zau	3							0.2687673270702362	0.7965887784957886	0.772585928440094	0.8985405564308167	0.8245071172714233
7zau	4							0.2279106229543686	0.7847498655319214	0.7647533416748047	0.8989640474319458	0.827732503414154
7zau	5							0.2647588551044464	0.7993727326393127	0.7713207602500916	0.8979612588882446	0.8328962922096252
7zoz	1	0.07657478643803	10.692423022284425	0.0909090909090909	23.07113523973192	0.0839096999566918	10.598242963163752	0.6624001264572144	0.7417896389961243	0.8650199174880981	0.9156748652458191	0.8868497610092163
7zoz	2	0.0654622246305071	11.509844124949948	0.0606060606060606	23.11891837259585	0.1024672099123582	9.814079563079492	0.702296793460846	0.7662115693092346	0.8728979229927063	0.9155482053756714	0.8899332880973816
7zoz	3	0.5662983887389269	2.1203212350911698	0.5454545454545454	3.9838085381642023	0.6556019625064127	1.5811170724310564	0.7666763067245483	0.8051889538764954	0.8982834815979004	0.9311853051185608	0.9171538352966309
7zoz	4	0.0754395020948368	11.343647542508624	0.0909090909090909	23.21369729680087	0.0620131069626229	10.00713135722272	0.7394832968711853	0.7902716994285583	0.8800742030143738	0.9152219295501709	0.8892725706100464
7zoz	5	0.0867803856225308	9.076195675085373	0.0909090909090909	20.821702920270475	0.1126860071480366	9.182617822912816	0.6926614046096802	0.7565702795982361	0.87286776304245	0.9179193377494812	0.8940967321395874
8a44	1	0.0086033728225658	13.143500561174038	0.0	74.19951531456702	0.010289204646324	10.43172222236112	0.6101586818695068	0.6963446140289307	0.8596819043159485	0.9220627546310425	0.9091725945472717
8a44	2	0.0092678068027134	13.066835050188589	0.0	69.35761919412876	0.0147815296768266	8.626496638743703	0.5058352947235107	0.6246808767318726	0.8388722538948059	0.9221314787864685	0.9069863557815552
8a44	3	0.009009615222115	13.073118987404689	0.0	71.24368277306729	0.0115321051862373	9.86637317227204	0.57658451795578	0.6733943223953247	0.8532961010932922	0.9224739670753479	0.9120867848396301
8a44	4	0.0088321707790802	13.12854834494544	0.0	72.36108914480366	0.013851112708997	8.854077870404787	0.5986224412918091	0.6896995902061462	0.8657699823379517	0.9325568079948425	0.9243176579475403
8a44	5	0.0089470781425674	13.088198693500413	0.0	71.65405581875864	0.0142730402742997	8.64254933466571	0.6098846197128296	0.7018293142318726	0.8649016618728638	0.9286559224128723	0.921517550945282
8acf	1	0.0351081080814394	14.09959288211724	0.0	26.3681831031841	0.0355421326659027	11.190699000976323	0.6520395874977112	0.7542062997817993	0.8728280067443848	0.9280250668525696	0.9220069646835327
8acf	2	0.0383539183788408	14.792722144935183	0.0	24.83153176616256	0.036476511843848	13.988714040115129	0.6685079336166382	0.7690061330795288	0.8750078082084656	0.9266327619552612	0.9132007360458374
8acf	3	0.0350537570245915	14.08458385300469	0.0	26.397082974892005	0.0366413107944024	10.630388755830976	0.6524685621261597	0.7494311332702637	0.8719713091850281	0.9268470406532288	0.9203441739082336
8acf	4	0.0326615124542661	14.224416461211938	0.0	27.5379300857985	0.0339415171414485	11.17793766014401	0.6913038492202759	0.7847654819488525	0.8793991208076477	0.9264229536056519	0.916195273399353
8acf	5	0.0321149819782985	14.134898444345769	0.0	27.850795213860305	0.0336345884045467	11.396569060310895	0.6628834009170532	0.758629560470581	0.874311089515686	0.9271680116653442	0.9208240509033203
8aci	1	0.0329730648973614	14.176867953532971	0.0	27.389624561642268	0.0336624659636437	11.390405013587374	0.6929103136062622	0.7812539339065552	0.8796330690383911	0.9263136982917786	0.916793167591095
8aci	2	0.0348285601199073	14.74407685463795	0.0	26.351414515352275	0.0396700135807647	9.935890624462097	0.6877249479293823	0.7749387621879578	0.8754715323448181	0.9224081039428711	0.9130977988243103
8aci	3	0.0321657202429151	14.164827257726156	0.0	27.815357185108105	0.0337397696718967	11.135450440709311	0.6868919730186462	0.775126576423645	0.8788692355155945	0.9268635511398315	0.916528582572937
8aci	4	0.0323115717013227	14.125735534288326	0.0	27.748488256902903	0.0337588649547051	11.188862911928586	0.7209811210632324	0.8000181317329407	0.8843294382095337	0.9251664280891418	0.9100004434585571
8aci	5	0.0305620675281212	14.25750261803467	0.0	28.68121398719004	0.032331260933051	11.080339845359209	0.657819926738739	0.7574609518051147	0.8725606203079224	0.9262457489967346	0.9184964299201965
8aok	1	0.1257518047819031	5.482851227936718	0.1346153846153846	18.584032177608307			0.783233642578125	0.8845512270927429	0.8890385627746582	0.9154897928237915	0.8611955642700195
8aok	2	0.1349365601311225	4.966841613112019	0.1346153846153846	17.745910736705927			0.808175265789032	0.8965467810630798	0.8952473998069763	0.9170153737068176	0.8673510551452637
8aok	3	0.1341276065490062	4.95407079417272	0.1153846153846153	16.841182790095136			0.6193521618843079	0.8015788197517395	0.8439019322395325	0.9000393748283386	0.8377062678337097
8aok	4	0.1207343991745939	5.062295540656484	0.0961538461538461	17.82077552299871			0.7268237471580505	0.8552116751670837	0.8834256529808044	0.9225761294364929	0.8757455945014954
8aok	5	0.1469845153363037	4.806764165248359	0.1538461538461538	17.087220072617882			0.5250809788703918	0.7543236613273621	0.8265328407287598	0.9018957614898682	0.8403571248054504
8aom	1	0.7088495542942868	1.4661607232324063	0.75	3.355939598480264			0.9072762727737427	0.8669437170028687	0.9351304173469543	0.9420939087867737	0.9354944825172424
8aom	2	0.7035299096879419	1.294351703592176	0.75	4.41685720304575			0.9174952507019043	0.858318567276001	0.9385196566581726	0.9437758326530457	0.93819260597229
8aom	3	0.7000501671315303	1.3186792289801168	0.8181818181818182	5.328225341956299			0.9135446548461914	0.8502321243286133	0.9362894296646118	0.9419756531715393	0.9353386759757996
8aom	4	0.7406353110485924	1.2549505274133494	0.7727272727272727	3.4162933242352955			0.8946149945259094	0.8548561334609985	0.9346022605895996	0.9445990920066833	0.935146689414978
8aom	5	0.7592830786973117	1.0892521669736457	0.75	3.2404307670500776			0.9313164949417114	0.8831366896629333	0.9420740008354187	0.9447633624076843	0.9413549304008484
8apy	1	0.8467784483100854	0.8962578147540068	0.8157894736842105	0.9511605642618138			0.9083456993103027	0.9387809634208679	0.9592634439468384	0.9719929099082947	0.9639872312545776
8apy	2	0.8391983306985185	0.9692460297627932	0.8421052631578947	1.4939048451241297			0.9140626192092896	0.9459306597709656	0.9615442156791687	0.9734146595001221	0.9661388993263245
8apy	3	0.8190215641097208	1.0291336243339493	0.8026315789473685	1.3751730577113297			0.9207363724708557	0.9497677087783813	0.9616161584854126	0.9718360304832458	0.9641726613044739
8apy	4	0.8792747226017882	0.8011003375894524	0.868421052631579	0.7948793784138342			0.9108760952949524	0.9428278803825378	0.9593376517295837	0.9714530110359192	0.9621537923812866
8apy	5	0.8508188586954449	0.8883697982106132	0.8289473684210527	1.1116694772596978			0.9161149859428406	0.9457802176475525	0.9611001014709473	0.9723463654518127	0.9638659954071045
8b17	1	0.8128668683526215	0.7722710025004513	0.759493670886076	3.0090581756231587			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b17	2	0.8148921592619439	0.8276075292727771	0.7721518987341772	2.7395544221436245			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b17	3	0.6989360094003193	1.062513278340377	0.6455696202531646	4.443808190834512			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b17	4	0.8176672427680067	0.8191819939373413	0.759493670886076	2.45092840391935			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b17	5	0.7629095031425933	0.970414613964424	0.7468354430379747	3.751841992321293			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b18	1	0.8143036430103541	0.7463871611862706	0.7532467532467533	3.016836624799872			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b18	2	0.8207701512428335	0.802883412066547	0.7792207792207793	2.741345165706845			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b18	3	0.7111178620256601	1.0387809673401336	0.6623376623376623	4.314311492342539			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b18	4	0.8250528881995329	0.801008751452968	0.7792207792207793	2.543348930953711			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b18	5	0.767773109592925	0.9403005117427432	0.7532467532467533	3.8171147172119726			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b19	1	0.8124713903656583	0.7365097612723508	0.7435897435897436	3.017505385235145			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b19	2	0.8155757482632676	0.7918608960208832	0.7564102564102564	2.701358511913141			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b19	3	0.7045236023789826	1.0397006054890252	0.6410256410256411	4.288909212118167			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b19	4	0.8209255157775912	0.7884205399935539	0.7564102564102564	2.457952896494769			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b19	5	0.7680920375531111	0.930742239193826	0.7435897435897436	3.728016799293324			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b1a	1	0.8076565942011599	0.7649925546233254	0.7468354430379747	3.100914037632599			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b1a	2	0.8084775628805181	0.8237483920360525	0.759493670886076	2.870279597090549			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b1a	3	0.6995634754811223	1.0519987822628651	0.6329113924050633	4.309974272941952			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b1a	4	0.8078687166742888	0.816109627295087	0.7468354430379747	2.751148614778047			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b1a	5	0.7542820925206547	0.9607095005280996	0.7341772151898734	3.988464859135112			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b1d	1	0.8233950508356195	0.7508244045459126	0.7808219178082192	2.992620528289206			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b1d	2	0.8222041275066089	0.8048614158814215	0.7808219178082192	2.683885419083178			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b1d	3	0.715800019289878	1.034008335379403	0.6712328767123288	4.272731753755258			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b1d	4	0.8279250373169419	0.8006679618706695	0.7808219178082192	2.4256795636249766			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b1d	5	0.7747665097591493	0.9427883211608484	0.7671232876712328	3.704829025677936			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b1e	1	0.8074261378033531	0.7701871709258685	0.7466666666666667	3.075381681841144			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b1e	2	0.8047068743054765	0.8282528002052677	0.7466666666666667	2.815893536547857			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b1e	3	0.7032829242120555	1.056911284646615	0.64	4.228602261158764			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b1e	4	0.8077596227564244	0.8240312291090196	0.7466666666666667	2.698521867333632			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b1e	5	0.7540552512433111	0.9669326322383922	0.7333333333333333	3.950193921932089			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b1f	1	0.8112780138596127	0.7761391469336102	0.7631578947368421	3.1110586536944886			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b1f	2	0.8166985929536903	0.8382832249656372	0.7894736842105263	2.855123386773897			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b1f	3	0.7092460479941041	1.0539548525903888	0.6578947368421053	4.245163738866084			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b1f	4	0.8156937813409272	0.8324871110347971	0.7763157894736842	2.7339095168509653			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b1f	5	0.7574617896903688	0.977831815709866	0.75	3.974196521675159			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b1g	1	0.7996106725140301	0.8200028526442616	0.75	3.154890650816366			0.9310282468795776	0.9467373490333557	0.9287022948265076	0.9281207323074341	0.9359794855117798
8b1g	2	0.8012941077143876	0.8732178069524843	0.7631578947368421	2.92935689571635			0.927110493183136	0.9443856477737427	0.9275779128074646	0.9276946783065796	0.9379588961601257
8b1g	3	0.7071120770897807	1.0595046386617206	0.6578947368421053	4.299210845057021			0.8838216662406921	0.9349327087402344	0.919433057308197	0.9283358454704285	0.9317721724510193
8b1g	4	0.8034436997038314	0.8731093727630237	0.7631578947368421	2.8295445614412			0.9338886737823486	0.9489256143569946	0.9305806159973145	0.9297536015510559	0.9376933574676514
8b1g	5	0.7462506391794893	1.0116510444285418	0.7368421052631579	4.055649962030655			0.9398323893547058	0.955244779586792	0.9348602294921875	0.9336171746253967	0.9391226172447205
8b7h	1	0.2899100893702092	3.464795667856261	0.5151515151515151	17.17530250926718	0.4213779849535207	2.8917234241144616	0.6874573826789856	0.7369122505187988	0.8576530814170837	0.9002019762992859	0.8917570114135742
8b7h	2	0.2562250747004521	4.1869113210590445	0.5151515151515151	21.08688686522521	0.1018435017423455	3.575090396295554	0.6851194500923157	0.7390017509460449	0.8564648032188416	0.8993011116981506	0.8907871842384338
8b7h	3	0.3461935562630656	3.320051671288508	0.5454545454545454	12.288835677544975	0.3371889287817029	2.4832045881265112	0.7231568098068237	0.7659413814544678	0.8619926571846008	0.8967015743255615	0.8826008439064026
8b7h	4	0.1645247224859994	20.02106114830966	0.4242424242424242	32.57430050384864	0.0282831010499596	9.572804979140388	0.6868959069252014	0.7674662470817566	0.8455718159675598	0.8852407336235046	0.8814486861228943
8b7h	5	0.3231853907630075	3.0471274221245426	0.5454545454545454	15.59465095245028	0.3175004541716457	2.028448152776736	0.7415302991867065	0.7849699258804321	0.866916298866272	0.8982627987861633	0.8851833939552307
8be2	1	0.0078260369784693	20.84740859164465	0.0	62.208158065939365			0.3572007417678833	0.7686221599578857	0.7845590710639954	0.8913986086845398	0.8125421404838562
8be2	2	0.2035196731487061	4.0972499416872	0.4150943396226415	29.3718032496849			0.3953278064727783	0.6763706207275391	0.7864125370979309	0.8841837048530579	0.8554138541221619
8be2	3	0.0647451016508923	16.257089298947655	0.1509433962264151	44.73132496572905			0.5066472887992859	0.8216122984886169	0.8166574835777283	0.8941599726676941	0.8501110076904297
8be2	4	0.519703774780517	1.9803193386482112	0.5283018867924528	6.01617784979184			0.5328526496887207	0.8044664263725281	0.8150789141654968	0.885635495185852	0.8527303338050842
8be2	5	0.2532192660926485	3.602579644280441	0.4716981132075472	21.04861415588249			0.45611825585365295	0.6804018020629883	0.7960283160209656	0.8810057640075684	0.8501473665237427
8bec	1							0.1577017903327942	0.5088837742805481	0.7635049223899841	0.914955735206604	0.8701722621917725
8bec	2	0.2346912499114281	19.45581878974712	0.6666666666666666	47.13317401302273			0.35767069458961487	0.5783829689025879	0.8107234239578247	0.9239866137504578	0.8906078934669495
8bec	3							0.3553764224052429	0.573363721370697	0.8073793649673462	0.9203800559043884	0.8865675330162048
8bec	4							0.31524255871772766	0.5617640018463135	0.8007311820983887	0.9221032857894897	0.889845609664917
8bec	5							0.2741459906101227	0.5478977560997009	0.7914813160896301	0.920815110206604	0.8912113904953003
8bg2	1							0.46317431330680847	0.6120712161064148	0.8274655342102051	0.9185383915901184	0.8672479391098022
8bg2	2							0.21835066378116608	0.5200725197792053	0.7754284143447876	0.9146978259086609	0.8777068257331848
8bg2	3							0.5465238690376282	0.6495800018310547	0.8413586616516113	0.9150673151016235	0.8679140210151672
8bg2	4							0.5258809328079224	0.6404483318328857	0.8376075029373169	0.9155390858650208	0.8611151576042175
8bg2	5							0.20073775947093964	0.5155389904975891	0.7755000591278076	0.9191906452178955	0.8809184432029724
8bg3	1							0.5151345729827881	0.6386973857879639	0.8452802896499634	0.9278167486190796	0.8919717669487
8bg3	2							0.5637323260307312	0.6647183299064636	0.8559228777885437	0.9289705753326416	0.8931377530097961
8bg3	3							0.543272078037262	0.6581935286521912	0.8529520034790039	0.9303719401359558	0.8957986235618591
8bg3	4							0.4690485894680023	0.6364501714706421	0.8343558311462402	0.9256826639175415	0.8914861083030701
8bg3	5							0.6348927021026611	0.6901856660842896	0.8704819083213806	0.9293791055679321	0.8958925604820251
8bg4	1	0.2044753075552406	19.510051751270375	0.580952380952381	51.4217856561215			0.21486300230026245	0.5317858457565308	0.7872235178947449	0.9303136467933655	0.9126250743865967
8bg4	2	0.2086700163951718	19.25257925281457	0.6	59.53577536873216			0.2532292604446411	0.5450708866119385	0.8006925582885742	0.9375584125518799	0.9276029467582703
8bg4	3	0.2121575584834638	19.654896117920597	0.5904761904761905	41.53008351229818			0.2743810713291168	0.5535597205162048	0.7984415888786316	0.9294566512107849	0.918651819229126
8bg4	4	0.0203721497140739	23.34378860517189	0.0380952380952381	61.226088428437066			0.15811388194561005	0.5218156576156616	0.7581043839454651	0.9081019759178162	0.8643971085548401
8bg4	5	0.1916981705116105	19.122787752583804	0.5523809523809524	65.42637125876495			0.26616522669792175	0.5499491691589355	0.793509840965271	0.9253459572792053	0.9129776954650879
8bg5	1							0.31790706515312195	0.57125324010849	0.7928699851036072	0.9116107225418091	0.8693110346794128
8bg5	2	0.0131174463778904	23.542187573160657	0.0210526315789473	70.67973414481845			0.43108639121055603	0.619037926197052	0.8270239233970642	0.9260082244873047	0.8947365880012512
8bg5	3	0.0132065972258424	23.896917665431044	0.0210526315789473	69.72792098957454			0.5217982530593872	0.6463133096694946	0.8421838879585266	0.9222803115844727	0.8867440223693848
8bg5	4	0.0129956181121196	24.4950107509861	0.0210526315789473	70.82654263929466			0.4115024507045746	0.6093335747718811	0.8203199505805969	0.9225243330001831	0.8871703743934631
8bg5	5	0.0129732167029998	23.684843821329142	0.0210526315789473	71.666093198277			0.518811821937561	0.6477821469306946	0.8386186957359314	0.918570339679718	0.8784722089767456
8bk2	1							0.9131519794464111	0.9157052636146545	0.9436901211738586	0.9513246417045593	0.9533886313438416
8bk2	2							0.920940101146698	0.9216559529304504	0.9445891380310059	0.9505013823509216	0.955156147480011
8bk2	3							0.9166396260261536	0.9184764623641968	0.9459319114685059	0.9532549381256104	0.9579482674598694
8bk2	4							0.9047154784202576	0.9061830043792725	0.9439114928245544	0.9537104368209839	0.9579256176948547
8bk2	5							0.9272924661636353	0.92762690782547	0.9456165432929993	0.9501975178718567	0.9549217224121094
8byu	1	0.0137061077101801	14.49348916574868	0.0	47.9061362302734	0.0165007104610533	9.369068626056654	0.6203329563140869	0.6818466782569885	0.8549367189407349	0.9135876297950745	0.9173269867897034
8byu	2	0.0302294769406472	10.90662273635067	0.0208333333333333	36.55636354140852	0.0455581648621033	7.834514069004432	0.5247023701667786	0.6139166951179504	0.8346442580223083	0.9121297001838684	0.8876264095306396
8byu	3	0.0063098414431927	17.099742762232427	0.0	79.53178590369723	0.0080746037714744	12.719090912520066	0.644736111164093	0.6987920999526978	0.8696230053901672	0.925844669342041	0.915381669998169
8byu	4	0.0456849364711811	10.496204725306086	0.0833333333333333	45.51046728303084	0.0374198069234188	6.953995439430097	0.5539271235466003	0.6441301107406616	0.8460788726806641	0.9191167950630188	0.9100959300994873
8byu	5	0.0456736373798296	9.519405608461032	0.0625	36.93676019822856	0.0480128857695851	6.2596970164109385	0.4876341223716736	0.5879911780357361	0.8263196349143982	0.9109909534454346	0.8919195532798767
8c3k	1	0.762493655763611	1.2696459835923373	0.7843137254901961	2.496833901760511			0.9178950190544128	0.9544278979301453	0.9291813969612122	0.9320030212402344	0.9201454520225525
8c3k	2	0.7917424400142736	1.1398181732210166	0.7843137254901961	1.8025200730633528			0.8839340209960938	0.9340933561325073	0.9220466613769531	0.9315748810768127	0.9164173007011414
8c3k	3	0.7833422070700627	1.1919752211667276	0.803921568627451	2.274874582272516			0.8710209727287292	0.9291766285896301	0.9188776016235352	0.9308418035507202	0.9138844609260559
8c3k	4	0.7772537849828914	1.2044497598905837	0.803921568627451	2.509124817247998			0.8838232159614563	0.9358292818069458	0.9221014976501465	0.9316710829734802	0.9193550944328308
8c3k	5	0.781735890926921	1.131842278797171	0.7647058823529411	2.08392954861984			0.8466848134994507	0.9185100197792053	0.9184592366218567	0.9364028573036194	0.9233452081680298
8c5h	1	0.1719013781184964	6.189986922769649	0.2244897959183673	15.30424467682622			0.5905771255493164	0.7765464782714844	0.8502565622329712	0.9151763319969177	0.8589973449707031
8c5h	2	0.4593809944389802	2.185326464122055	0.5918367346938775	9.098124231411704			0.7667598128318787	0.866072416305542	0.882888913154602	0.9119212031364441	0.8611218333244324
8c5h	3	0.1716364007298144	6.159978451504073	0.2244897959183673	15.35993388411319			0.6332909464836121	0.7942479252815247	0.8545109629631042	0.9098160266876221	0.8542822599411011
8c5h	4	0.2183666376235395	5.409422649865769	0.2653061224489796	12.436698453980467			0.6715671420097351	0.8186253905296326	0.8693081140518188	0.918743371963501	0.8696398138999939
8c5h	5	0.2556130625938846	4.077523615803786	0.2857142857142857	11.286088559385824			0.4133201241493225	0.6863269805908203	0.7961477637290955	0.8918547034263611	0.8197711110115051
8cbf	1	0.0262505480957758	18.222967205632937	0.0	30.510980349293924	0.0277950996618499	14.127451799729956	0.7242236733436584	0.7932894229888916	0.9091375470161438	0.9553659558296204	0.9413059949874878
8cbf	2	0.0250790662667603	18.76825979752001	0.0	31.249328749103885	0.0268959946034714	14.095605103880958	0.8820193409919739	0.9037944078445435	0.9492482542991638	0.9660554528236389	0.9647905826568604
8cbf	3	0.0199740632781031	19.369900597906906	0.0	35.59043877765999	0.0189079410370933	22.241306829019617	0.5872644782066345	0.709900975227356	0.8590901494026184	0.9270465970039368	0.9021703004837036
8cbf	4	0.0267112901416856	18.33928320202212	0.0	30.181080477109877	0.0277693088523266	14.555331951220737	0.7288163900375366	0.7931377291679382	0.9082815051078796	0.953147828578949	0.9378900527954102
8cbf	5	0.0264095847006805	18.092955874450592	0.0	30.4244155888072	0.0277516931255313	14.14307500644824	0.7401696443557739	0.8049054145812988	0.9149840474128723	0.9586876630783081	0.9472848176956177
8d9y	1	0.0602732809593706	9.726018095292632	0.048780487804878	24.3263867975915	0.0704912138791612	9.914073950939011	0.8262559771537781	0.8482815623283386	0.896367073059082	0.9138948917388916	0.8780211210250854
8d9y	2							0.86549311876297	0.8729397058486938	0.9037572741508484	0.9133233428001404	0.8795924186706543
8d9y	3							0.805121123790741	0.8268496990203857	0.8893930315971375	0.9104610681533813	0.8733357191085815
8d9y	4							0.7954802513122559	0.8294429183006287	0.8836773037910461	0.9057265520095825	0.8579748868942261
8d9y	5							0.7553467750549316	0.8047480583190918	0.8653931021690369	0.8929046392440796	0.8461426496505737
8d9z	1	0.2854224067628686	5.499626431235916	0.6857142857142857	25.315679408393283	0.0483165697936613	8.561913091959696	0.7112929224967957	0.767172634601593	0.8730489611625671	0.91348797082901	0.8797415494918823
