pdb	mean_att_ha	mean_att_la	mean_att_hl	paegat_pred	dockq_ha	iptm
8ido	0.006211092			0.25638705492019653	0.0068724025040864944	0.4814484119415283
8ido	0.0062120603			0.26061078906059265	0.006941383704543114	0.5259894728660583
8ido	0.006213397			0.24442148208618164	0.006953403819352388	0.43232667446136475
8ido	0.0062055374			0.2770865261554718	0.0068479375913739204	0.5642628073692322
8im0	0.0061366367			0.751723051071167	0.0130003672093153	0.7772116661071777
8im0	0.00625427			0.5009949803352356	0.011063066311180592	0.5808524489402771
8im0	0.0062539093			0.5023245811462402	0.012477991171181202	0.611873209476471
8im0	0.0062435432			0.4219440817832947	0.00967706460505724	0.32619598507881165
8im0	0.0061798864			0.6941103935241699	0.012632987461984158	0.7491496205329895
8ipc	0.0027245777	0.0032331731636077166	0.0015321985119953752	0.5630927681922913	0.4220201373100281	0.7531344294548035
8ipc	0.002603527	0.003328402526676655	0.001554090646095574	0.566141664981842	0.5645178556442261	0.7779970765113831
8ipc	0.002562394	0.003289497224614024	0.0016239829128608108	0.5671180486679077	0.4104587435722351	0.7732399106025696
8ipc	0.0026581637	0.0030775119084864855	0.0017259179148823023	0.566722571849823	0.40452706813812256	0.755634605884552
8ipc	0.0028145649	0.0032271118834614754	0.0014583909651264548	0.5166347622871399	0.577499270439148	0.7668761014938354
8jyr	0.0036116666	0.002828913973644376	0.001138890627771616	0.18108990788459778	0.04705771058797836	0.7767251133918762
8jyr	0.003535562	0.0028117112815380096	0.001218624645844102	0.050260674208402634	0.021975811570882797	0.7127364277839661
8jyr	0.0036991232	0.002738172886893153	0.0011375609319657087	0.6956939101219177	0.0423472635447979	0.8578612208366394
8jyr	0.0025910873	0.0030036664102226496	0.0018534449627622962	0.4789813458919525	0.04374287277460098	0.8575604557991028
8jyr	0.002996415	0.0029588225297629833	0.0015496205305680633	0.5462729334831238	0.0430980809032917	0.8268101811408997
8k3k	0.0060155154			0.12492980808019638	0.008477133698761463	0.6235787868499756
8k3k	0.0060120346			0.08973974734544754	0.008226629346609116	0.5608676671981812
8k3k	0.005985386			0.06577721983194351	0.017465045675635338	0.3837546110153198
8k3k	0.0060192593			0.06732408702373505	0.008194440975785255	0.5967270135879517
8k3k	0.0059975875			0.0857003852725029	0.008518198505043983	0.49195268750190735
8opr	0.0048305937			0.01381473708897829	0.006660472601652145	0.32726967334747314
8opr	0.0048243026			0.006857104133814573	0.00505208782851696	0.2812386751174927
8opr	0.00483148			0.02695433236658573	0.0029558867681771517	0.35665419697761536
8opr	0.004831925			0.022924676537513733	0.0071227941662073135	0.36385682225227356
8opr	0.004823937			0.0076846652664244175	0.0031046068761497736	0.2348935306072235
8oww	0.006486889			0.1551222801208496	0.011044071987271309	0.3355550765991211
8oww	0.0064452374			0.04935392364859581	0.010969061404466629	0.15743263065814972
8oww	0.0063998112			0.03950140252709389	0.010817786678671837	0.13567794859409332
8oww	0.006482017			0.13072268664836884	0.010931603610515594	0.24141725897789001
8oww	0.006486828			0.19759441912174225	0.012248487211763859	0.3084844946861267
8oxv	0.0018437011	0.0015908376080915332	0.0008931685006245971	0.2716696858406067	0.004558039829134941	0.6478977203369141
8oxv	0.0017585955	0.001679742825217545	0.0008800955838523805	0.02019837684929371	0.003898738417774439	0.35193997621536255
8oxv	0.0017428426	0.0016225847648456693	0.0011149687925353646	0.16782823204994202	0.017338449135422707	0.6411844491958618
8oxv	0.0017810256	0.001650380901992321	0.0008985316380858421	0.021125925704836845	0.004725538194179535	0.348289430141449
8oxv	0.0017159397	0.0016563873505219817	0.0010882423957809806	0.07066810876131058	0.002901389030739665	0.43057215213775635
8oxw	0.0017098907	0.0017426263075321913	0.0008556258981116116	0.032871197909116745	0.006147428415715694	0.38627341389656067
8oxw	0.0017585374	0.0016127224080264568	0.0010959821520373225	0.05801132693886757	0.0036371906753629446	0.4395713806152344
8oxw	0.0017371672	0.0016858784947544336	0.0009396059322170913	0.023022716864943504	0.004387898836284876	0.33432599902153015
8oxw	0.0017507626	0.0016889127437025309	0.000887806061655283	0.01968463882803917	0.004678826313465834	0.3384045958518982
8oxw	0.0016446584	0.0017114111687988043	0.0011545841116458178	0.042339734733104706	0.004349670372903347	0.3807697594165802
8oxx	0.0018425019	0.002099815523251891	0.001053336774930358	0.04883728548884392	0.012494385242462158	0.38315948843955994
8oxx	0.0019587644	0.0019898321479558945	0.0010323973838239908	0.03189000487327576	0.030356256291270256	0.3749428391456604
8oxx	0.0017582441	0.002176502486690879	0.0010761059820652008	0.06971316784620285	0.005806774366647005	0.4523511230945587
8oxx	0.001794277	0.002108548767864704	0.0011384489480406046	0.06218073517084122	0.004022614564746618	0.39434197545051575
8oxx	0.001911828	0.0020353307481855154	0.0010387016227468848	0.037792231887578964	0.004837320651859045	0.38311830163002014
8oxy	0.0017745249	0.0016905758529901505	0.0008338478510268033	0.03239152580499649	0.004101762548089027	0.41280457377433777
8oxy	0.0016377011	0.0017652781680226326	0.0010375790297985077	0.03961821645498276	0.003633021842688322	0.4301901161670685
8oxy	0.0017870349	0.001690550590865314	0.0007922289660200477	0.014153685420751572	0.004406857769936323	0.32584965229034424
8oxy	0.0017939231	0.0016695563681423664	0.0008344024536199868	0.016269780695438385	0.0047188508324325085	0.3371920585632324
8oxy	0.0017452085	0.00172634597402066	0.0008154261740855873	0.01882803812623024	0.004445310216397047	0.34197449684143066
8pe2	0.005193585			0.28135430812835693	0.01758519932627678	0.6552200317382812
8pe2	0.005191231			0.10085468739271164	0.020301075652241707	0.448972225189209
8pe2	0.005184136			0.03659120202064514	0.019183188676834106	0.3575456142425537
8pe2	0.0051898127			0.06729593873023987	0.024121755734086037	0.4292203187942505
8pe2	0.0051809233			0.025203241035342216	0.03356777876615524	0.3288561701774597
8pih	0.008028641			0.29583555459976196	0.035364698618650436	0.7347428202629089
8pih	0.007952684			0.38573920726776123	0.035039111971855164	0.7807080149650574
8pih	0.008116376			0.24577596783638	0.036321572959423065	0.6513446569442749
8pih	0.008065323			0.26815223693847656	0.03524518013000488	0.7244651317596436
8pih	0.008054074			0.2906245291233063	0.03601742535829544	0.7283627390861511
8pmz	0.005515747			0.04263409972190857	0.02042802982032299	0.3014726936817169
8pmz	0.005511124			0.06137622520327568	0.021646182984113693	0.25002315640449524
8pmz	0.0054634903			0.0405426099896431	0.019074901938438416	0.21163947880268097
8pww	0.0037807536			0.015213155187666416	0.008554644882678986	0.18154913187026978
8pww	0.0037874868			0.01747332140803337	0.007836747914552689	0.22974896430969238
8pww	0.0038381035			0.0427982360124588	0.005156148690730333	0.5049749612808228
8pww	0.0037573988			0.015343794599175453	0.007336554583162069	0.14291289448738098
8pww	0.0037608715			0.01591152884066105	0.007439278997480869	0.17004504799842834
8q3j	0.0032389457	0.0028877060394734144	0.00207987311296165	0.37128570675849915	0.0725788027048111	0.8799040913581848
8q3j	0.002672421	0.0029346728697419167	0.0024401056580245495	0.38767293095588684	0.2854652404785156	0.8619244694709778
8q3j	0.0033988273	0.0030272547155618668	0.0018801625119522214	0.11107141524553299	0.17568838596343994	0.7353589534759521
8q6r	0.0064531686			0.39638984203338623	0.029649430885910988	0.6714944839477539
8q6r	0.006463308			0.36986854672431946	0.031908635050058365	0.5834085941314697
8q6r	0.00646025			0.38505029678344727	0.02844305895268917	0.6361672282218933
8q6r	0.006456597			0.39413872361183167	0.03198067098855972	0.6719459891319275
8q6r	0.006464561			0.33589106798171997	0.02831580489873886	0.5246208310127258
8q94	0.006324897			0.7875261306762695	0.7548078894615173	0.8545650243759155
8q94	0.006268385			0.8129011392593384	0.7604518532752991	0.8715531826019287
8q94	0.006217635			0.8315308690071106	0.7629358768463135	0.8943418264389038
8q94	0.0066595343			0.3287639021873474	0.8043504357337952	0.6508338451385498
8q94	0.0062239664			0.8306179046630859	0.7625008821487427	0.8844454884529114
8q95	0.0060600885			0.8219648003578186	0.7643448710441589	0.9071576595306396
8q95	0.0060245744			0.8341439366340637	0.7706024050712585	0.9193964004516602
8q95	0.0060052723			0.8418047428131104	0.7614704966545105	0.9280547499656677
8q95	0.00611544			0.7910226583480835	0.7701964378356934	0.8816280364990234
