pdb	seed_dir	cdr_h3_rmsd	fw_rmsd	cdr_h3_len	has_light
8bg5	seed_1812140441	30.565	17.4144	12	False
8bg5	seed_2746317213	2.1888	2.3493	12	False
8bg5	seed_3163119785	31.5184	18.3456	12	False
8bg5	seed_958682846	27.291	17.3047	12	False
8bk2	seed_1181241943	1.7511	2.9553	9	True
8bk2	seed_1812140441	1.2801	2.0746	9	True
8bk2	seed_2746317213	1.8548	2.6966	9	True
8bk2	seed_3163119785	1.4831	1.7268	9	True
8bk2	seed_958682846	1.9655	2.9838	9	True
8byu	seed_1181241943	2.6831	1.0949	14	True
8byu	seed_1812140441	3.5122	1.006	14	True
8byu	seed_2746317213	6.8288	0.7722	14	True
8byu	seed_3163119785	9.4611	1.016	14	True
8byu	seed_958682846	8.1288	0.7324	14	True
8c3k	seed_1181241943	1.1438	0.8369	5	False
8c3k	seed_1812140441	0.9673	1.0887	5	False
8c3k	seed_2746317213	0.7006	0.9109	5	False
8c3k	seed_3163119785	1.0395	0.9252	5	False
8c3k	seed_958682846	0.5301	1.0049	5	False
8c5h	seed_1181241943	1.7983	1.3365	10	False
8c5h	seed_1812140441	0.5912	0.5707	10	False
8c5h	seed_2746317213	1.9432	1.5269	10	False
8c5h	seed_3163119785	0.7383	1.4862	10	False
8c5h	seed_958682846	1.8121	0.7547	10	False
8cbf	seed_1181241943	0.5444	0.9427	11	True
8cbf	seed_1812140441	1.7527	1.7543	11	True
8cbf	seed_2746317213	1.5427	1.8605	11	True
8cbf	seed_3163119785	0.7784	1.0884	11	True
8cbf	seed_958682846	0.6965	0.963	11	True
8d9y	seed_1181241943	5.269	1.0718	20	True
8d9y	seed_1812140441	6.2499	3.5722	20	True
8d9y	seed_2746317213	6.2849	4.7854	20	True
8d9y	seed_3163119785	6.0271	4.5382	20	True
8d9y	seed_958682846	5.9608	4.7263	20	True
8d9z	seed_1181241943	8.6466	3.0561	20	True
8d9z	seed_1812140441	4.524	2.6035	20	True
8d9z	seed_2746317213	5.8308	2.3128	20	True
8d9z	seed_3163119785	5.8935	1.8284	20	True
8d9z	seed_958682846	2.7808	3.6411	20	True
8da0	seed_1181241943	1.9514	2.4782	20	True
8da0	seed_1812140441	3.9708	2.9062	20	True
8da0	seed_2746317213	5.8033	5.8702	20	True
8da0	seed_3163119785	3.312	3.5128	20	True
8da0	seed_958682846	5.3982	2.5863	20	True
8ee2	seed_1181241943	3.2548	5.3926	14	False
8ee2	seed_1812140441	3.4411	5.3624	14	False
8ee2	seed_2746317213	3.2065	5.3689	14	False
8ee2	seed_3163119785	2.8748	5.3661	14	False
8ee2	seed_958682846	3.4479	5.4017	14	False
8eln	seed_1181241943	0.7145	0.7216	13	False
8eln	seed_1812140441	0.6096	0.7789	13	False
8eln	seed_2746317213	0.5808	0.6616	13	False
8eln	seed_3163119785	0.5012	0.7424	13	False
8eln	seed_958682846	0.5644	0.7928	13	False
8elq	seed_1181241943	12.5023	0.4995	20	False
8elq	seed_1812140441	4.0885	0.5307	20	False
8elq	seed_2746317213	14.6775	0.5215	20	False
8elq	seed_3163119785	10.8633	0.5007	20	False
8elq	seed_958682846	15.4893	0.4948	20	False
8et0	seed_1181241943	1.7868	1.1181	12	False
8et0	seed_1812140441	1.7368	0.9426	12	False
8et0	seed_2746317213	1.8428	0.9875	12	False
8et0	seed_3163119785	1.7967	1.041	12	False
8et0	seed_958682846	1.8872	0.8174	12	False
8evd	seed_1181241943	0.9623	0.6463	17	False
8evd	seed_1812140441	0.746	0.7042	17	False
8evd	seed_2746317213	0.6259	0.451	17	False
8evd	seed_3163119785	2.1111	1.3706	17	False
8evd	seed_958682846	1.2519	0.7408	17	False
8ezk	seed_1181241943	19.9903	12.0001	15	False
8ezk	seed_1812140441	1.513	2.2372	15	False
8ezk	seed_2746317213	1.4132	2.1865	15	False
8ezk	seed_3163119785	3.1672	2.258	15	False
8ezk	seed_958682846	1.4682	2.2256	15	False
8ezl	seed_1181241943	3.0171	3.5302	24	False
8ezl	seed_1812140441	52.8701	17.051	24	False
8ezl	seed_2746317213	1.7482	2.4512	24	False
8ezl	seed_3163119785	5.2523	2.5839	24	False
8ezl	seed_958682846	2.3268	2.2317	24	False
8ezm	seed_1181241943	28.3482	18.2876	12	False
8ezm	seed_1812140441	27.1359	18.3109	12	False
8ezm	seed_2746317213	29.6682	18.9051	12	False
8ezm	seed_3163119785	28.9801	18.0514	12	False
8ezm	seed_958682846	27.1259	18.2136	12	False
8f5i	seed_1181241943	2.3282	0.8276	15	True
8f5i	seed_1812140441	2.3694	0.8682	15	True
8f5i	seed_2746317213	3.6816	1.0436	15	True
8f5i	seed_3163119785	2.4838	0.8713	15	True
8f5i	seed_958682846	3.4839	0.8068	15	True
8f6u	seed_1181241943	0.6184	1.2108	17	False
8f6u	seed_1812140441	0.6267	1.8779	17	False
8f6u	seed_2746317213	0.7353	1.1586	17	False
8f6u	seed_3163119785	0.7446	1.7865	17	False
8f6u	seed_958682846	0.781	1.6992	17	False
8f6v	seed_1181241943	2.4135	1.2446	20	False
8f6v	seed_1812140441	3.238	1.175	20	False
8f6v	seed_2746317213	3.4508	1.25	20	False
8f6v	seed_3163119785	2.7579	1.2569	20	False
8f6v	seed_958682846	2.8202	1.1272	20	False
8fdo	seed_1181241943	0.5091	0.8359	25	True
8fdo	seed_1812140441	0.7832	0.7403	25	True
8fdo	seed_2746317213	0.4115	0.5343	25	True
8fdo	seed_3163119785	0.5975	0.5896	25	True
8fdo	seed_958682846	0.4096	0.476	25	True
8fxv	seed_1181241943	4.1635	0.5666	11	False
8fxv	seed_1812140441	1.2974	0.6589	11	False
8fxv	seed_2746317213	1.8161	0.7221	11	False
8fxv	seed_3163119785	1.9381	0.6442	11	False
8fxv	seed_958682846	1.1478	0.6221	11	False
8g0i	seed_1181241943	2.0702	0.7098	10	False
8g0i	seed_1812140441	1.8915	0.6806	10	False
8g0i	seed_2746317213	2.3978	0.6128	10	False
8g0i	seed_3163119785	2.156	0.6221	10	False
8g0i	seed_958682846	2.4104	0.7732	10	False
8g4p	seed_1181241943	2.2759	0.7638	19	True
8g4p	seed_1812140441	4.1194	0.8011	19	True
8g4p	seed_2746317213	3.6152	0.9482	19	True
8g4p	seed_3163119785	3.1627	0.7988	19	True
8g4p	seed_958682846	4.7396	0.8605	19	True
8gjr	seed_1181241943	0.6127	0.4911	13	False
8gjr	seed_1812140441	0.4848	0.4634	13	False
8gjr	seed_2746317213	0.5105	0.4791	13	False
8gjr	seed_3163119785	0.7023	0.4957	13	False
8gjr	seed_958682846	0.7352	0.4668	13	False
8gy5	seed_1181241943	1.6565	2.2278	10	True
8gy5	seed_1812140441	1.7248	2.3657	10	True
8gy5	seed_2746317213	1.6436	2.4976	10	True
8gy5	seed_3163119785	1.8511	2.4525	10	True
8gy5	seed_958682846	3.0489	3.7975	10	True
8gye	seed_1181241943	1.1337	0.8242	11	True
8gye	seed_1812140441	0.9444	0.8729	11	True
8gye	seed_2746317213	0.9596	0.9082	11	True
8gye	seed_3163119785	0.9372	0.9094	11	True
8gye	seed_958682846	4.2077	4.5655	11	True
8h5t	seed_1181241943	1.2224	0.5913	15	False
8h5t	seed_1812140441	1.1255	0.5213	15	False
8h5t	seed_2746317213	1.1695	0.536	15	False
8h5t	seed_3163119785	1.6014	0.5459	15	False
8h5t	seed_958682846	1.2651	0.4395	15	False
8h5u	seed_1181241943	0.7237	0.814	5	False
8h5u	seed_1812140441	0.3631	0.7465	5	False
8h5u	seed_2746317213	0.6382	1.0281	5	False
8h5u	seed_3163119785	0.5624	0.8043	5	False
8h5u	seed_958682846	0.3577	0.9435	5	False
8h63	seed_1181241943	1.7693	0.9061	14	False
8h63	seed_1812140441	1.8987	0.9964	14	False
8h63	seed_2746317213	1.9327	1.0157	14	False
8h63	seed_3163119785	1.983	1.0196	14	False
8h63	seed_958682846	1.9236	0.9945	14	False
8h64	seed_1181241943	4.3671	0.4516	18	False
8h64	seed_1812140441	4.6816	0.4537	18	False
8h64	seed_2746317213	4.4285	0.4146	18	False
8h64	seed_3163119785	5.0451	0.4257	18	False
8h64	seed_958682846	4.4442	0.4382	18	False
8hes	seed_1181241943	11.9547	9.3663	18	True
8hes	seed_1812140441	14.6384	9.0496	18	True
8hes	seed_2746317213	10.595	8.7376	18	True
8hes	seed_3163119785	12.4714	9.0224	18	True
8hes	seed_958682846	4.4702	1.4041	18	True
8hr2	seed_1181241943	3.9426	1.1491	21	False
8hr2	seed_1812140441	4.411	1.198	21	False
8hr2	seed_2746317213	4.3161	1.1698	21	False
8hr2	seed_3163119785	4.9091	1.2154	21	False
8hr2	seed_958682846	3.3174	1.2294	21	False
8idi	seed_1181241943	4.5985	1.4249	22	False
8idi	seed_1812140441	3.693	1.4426	22	False
8idi	seed_2746317213	5.1278	1.4436	22	False
8idi	seed_3163119785	4.5386	1.4263	22	False
8idi	seed_958682846	5.6637	1.444	22	False
8ido	seed_1181241943	1.3775	0.6094	22	False
8ido	seed_1812140441	1.6102	0.8233	22	False
8ido	seed_2746317213	1.8637	0.5682	22	False
8ido	seed_3163119785	1.4558	0.5996	22	False
8ido	seed_958682846	1.4187	0.5159	22	False
8im0	seed_1181241943	0.5044	0.5221	15	False
8im0	seed_1812140441	0.3601	0.4901	15	False
8im0	seed_2746317213	0.4272	0.599	15	False
8im0	seed_3163119785	0.4604	0.5279	15	False
8im0	seed_958682846	0.4591	0.5251	15	False
8im1	seed_1181241943	2.5105	1.3829	19	False
8im1	seed_1812140441	2.7715	1.3703	19	False
8im1	seed_2746317213	1.6981	1.3679	19	False
8im1	seed_3163119785	3.3609	1.4446	19	False
8im1	seed_958682846	0.8897	1.3491	19	False
8ipc	seed_1181241943	0.611	1.1727	10	True
8ipc	seed_1812140441	0.3552	1.0632	10	True
8ipc	seed_2746317213	0.5186	1.1504	10	True
8ipc	seed_3163119785	0.3484	1.1143	10	True
8ipc	seed_958682846	0.5836	1.1907	10	True
8jel	seed_1181241943	3.6182	4.1543	12	True
8jel	seed_1812140441	4.4139	5.0267	12	True
8jel	seed_2746317213	0.9214	1.0904	12	True
8jel	seed_3163119785	3.4815	3.5393	12	True
8jel	seed_958682846	4.3482	5.1088	12	True
8jeo	seed_1181241943	0.5317	0.6651	16	True
8jeo	seed_1812140441	0.544	0.7285	16	True
8jeo	seed_2746317213	0.6187	0.6596	16	True
8jeo	seed_3163119785	0.8829	0.9541	16	True
8jeo	seed_958682846	2.2217	0.7212	16	True
8jyr	seed_1181241943	1.1971	1.6077	13	True
8jyr	seed_1812140441	1.2509	1.5952	13	True
8jyr	seed_2746317213	0.9635	1.504	13	True
8jyr	seed_3163119785	1.6382	2.2479	13	True
8jyr	seed_958682846	0.9494	1.4043	13	True
8k33	seed_1181241943	3.5238	1.173	9	False
8k33	seed_1812140441	4.2555	1.3148	9	False
8k33	seed_2746317213	4.0016	1.1789	9	False
8k33	seed_3163119785	2.6709	1.1232	9	False
8k33	seed_958682846	4.4244	0.9411	9	False
8k3k	seed_1181241943	6.613	6.2443	16	False
8k3k	seed_1812140441	9.7186	4.6966	16	False
8k3k	seed_2746317213	10.689	5.8408	16	False
8k3k	seed_3163119785	4.1936	6.0536	16	False
8k3k	seed_958682846	3.8297	5.3784	16	False
8k3l	seed_1181241943	0.7426	0.5708	20	False
8k3l	seed_1812140441	0.5548	0.542	20	False
8k3l	seed_2746317213	0.671	0.5876	20	False
8k3l	seed_3163119785	0.5838	0.5674	20	False
8k3l	seed_958682846	0.7086	0.5821	20	False
8opr	seed_1181241943	12.314	0.8772	15	False
8opr	seed_1812140441	12.2321	0.9077	15	False
8opr	seed_2746317213	11.3337	0.9035	15	False
8opr	seed_3163119785	12.9292	0.9201	15	False
8opr	seed_958682846	12.3808	0.9282	15	False
8oww	seed_1181241943	1.4681	1.6959	17	False
8oww	seed_1812140441	1.7567	1.8782	17	False
8oww	seed_2746317213	1.0157	1.9785	17	False
8oww	seed_3163119785	1.0814	1.6458	17	False
8oww	seed_958682846	1.107	1.6354	17	False
8oxv	seed_1181241943	2.4749	2.4178	15	True
8oxv	seed_1812140441	2.5749	2.4059	15	True
8oxv	seed_2746317213	2.2602	2.4396	15	True
8oxv	seed_3163119785	2.6199	2.2464	15	True
8oxv	seed_958682846	2.5321	1.9674	15	True
8oxw	seed_1181241943	2.0748	1.8914	15	True
8oxw	seed_1812140441	2.0779	1.8413	15	True
8oxw	seed_2746317213	1.6047	1.4499	15	True
8oxw	seed_3163119785	7.4604	8.5415	15	True
8oxw	seed_958682846	1.9992	1.8601	15	True
8oxx	seed_1181241943	1.7906	1.3399	15	True
8oxx	seed_1812140441	7.4779	8.7583	15	True
8oxx	seed_2746317213	2.3826	1.2544	15	True
8oxx	seed_3163119785	1.5485	1.2791	15	True
8oxx	seed_958682846	1.6557	1.179	15	True
8oxy	seed_1181241943	1.735	1.6763	15	True
8oxy	seed_1812140441	7.2991	8.8586	15	True
8oxy	seed_2746317213	1.8106	1.3577	15	True
8oxy	seed_3163119785	1.8118	1.3754	15	True
8oxy	seed_958682846	1.7612	1.5127	15	True
8ozb	seed_1181241943	0.6127	0.3793	14	False
8ozb	seed_1812140441	0.7903	0.5602	14	False
8ozb	seed_2746317213	0.72	0.368	14	False
8ozb	seed_3163119785	0.7493	0.4791	14	False
8ozb	seed_958682846	0.6436	0.3617	14	False
8pe1	seed_1181241943	0.3169	0.36	16	False
8pe1	seed_1812140441	0.3014	0.3885	16	False
8pe1	seed_2746317213	0.298	0.3709	16	False
8pe1	seed_3163119785	0.3141	0.3729	16	False
8pe1	seed_958682846	0.2681	0.3973	16	False
8pe2	seed_1181241943	0.8395	0.4575	15	False
8pe2	seed_1812140441	0.9913	0.5367	15	False
8pe2	seed_2746317213	0.7757	0.5104	15	False
8pe2	seed_3163119785	0.7013	0.477	15	False
8pe2	seed_958682846	0.8664	0.5574	15	False
8pih	seed_1181241943	2.4064	0.369	20	False
8pih	seed_1812140441	0.657	0.3275	20	False
8pih	seed_2746317213	0.6049	0.3279	20	False
8pih	seed_3163119785	0.5163	0.2993	20	False
8pih	seed_958682846	2.7872	0.4236	20	False
8pmz	seed_1181241943	38.226	17.8384	17	False
8pmz	seed_1812140441	40.3958	17.5717	17	False
8pmz	seed_2746317213	41.1696	18.1565	17	False
8pmz	seed_3163119785	39.0408	17.3343	17	False
8pmz	seed_958682846	35.9208	16.6311	17	False
8pwv	seed_1181241943	34.7185	18.1466	10	False
8pwv	seed_1812140441	4.5605	2.3716	10	False
8pwv	seed_2746317213	23.4533	18.3419	10	False
8pwv	seed_3163119785	4.7466	2.2418	10	False
8pwv	seed_958682846	4.9123	2.4023	10	False
8pww	seed_1181241943	36.6012	16.9077	13	False
8pww	seed_1812140441	1.001	2.1187	13	False
8pww	seed_2746317213	28.2307	14.4954	13	False
8pww	seed_3163119785	37.1738	17.9748	13	False
8pww	seed_958682846	1.8931	3.4037	13	False
8pyr	seed_1181241943	1.0761	0.3742	8	False
8pyr	seed_1812140441	0.9172	0.4225	8	False
8pyr	seed_2746317213	1.1046	0.3444	8	False
8pyr	seed_3163119785	1.0617	0.366	8	False
8pyr	seed_958682846	1.4398	0.3726	8	False
8q3j	seed_1181241943	5.5017	4.0349	19	True
8q3j	seed_1812140441	5.4437	4.2078	19	True
8q3j	seed_2746317213	5.7923	4.6163	19	True
8q3j	seed_3163119785	4.4795	1.2753	19	True
8q3j	seed_958682846	6.3479	5.2375	19	True
8q6r	seed_1181241943	0.873	0.4068	13	False
8q6r	seed_1812140441	1.4062	0.4246	13	False
8q6r	seed_2746317213	1.5242	0.4293	13	False
8q6r	seed_3163119785	2.5657	0.5165	13	False
8q6r	seed_958682846	2.6259	0.3704	13	False
8q7o	seed_1181241943	0.8679	0.6962	13	False
8q7o	seed_1812140441	0.7997	0.6546	13	False
8q7o	seed_2746317213	1.0326	0.7136	13	False
8q7o	seed_3163119785	0.3004	0.345	13	False
8q7o	seed_958682846	0.8802	0.3658	13	False
8q94	seed_1181241943	0.4883	0.4234	20	False
8q94	seed_1812140441	2.9583	0.4604	20	False
8q94	seed_2746317213	1.8248	0.5275	20	False
8q94	seed_3163119785	1.878	0.4854	20	False
8q94	seed_958682846	1.6671	0.4638	20	False
8q95	seed_1181241943	3.4381	0.2941	20	False
8q95	seed_1812140441	3.1197	0.3177	20	False
8q95	seed_2746317213	1.7694	0.3483	20	False
8q95	seed_3163119785	0.371	0.3624	20	False
8q95	seed_958682846	0.5166	0.2838	20	False
8qf4	seed_1181241943	0.4695	0.9385	19	False
8qf4	seed_1812140441	0.3938	0.8737	19	False
8qf4	seed_2746317213	0.4696	0.946	19	False
8qf4	seed_3163119785	0.5553	1.0072	19	False
8qf4	seed_958682846	0.5966	0.5504	19	False
8qf5	seed_1181241943	0.3078	0.5433	12	False
8qf5	seed_1812140441	0.3435	0.567	12	False
8qf5	seed_2746317213	0.6283	0.3971	12	False
8qf5	seed_3163119785	0.5708	0.5681	12	False
8qf5	seed_958682846	0.7886	0.475	12	False
8qgx	seed_1181241943	8.5513	1.3321	16	False
8qgx	seed_1812140441	10.4046	1.3448	16	False
8qgx	seed_2746317213	9.6726	1.2479	16	False
8qgx	seed_3163119785	7.5541	1.3241	16	False
8qgx	seed_958682846	1.6006	1.2862	16	False
8qh0	seed_1181241943	0.8237	0.6117	11	True
8qh0	seed_1812140441	0.9321	0.5763	11	True
8qh0	seed_2746317213	1.368	1.3979	11	True
8qh0	seed_3163119785	4.9954	5.3082	11	True
8qh0	seed_958682846	0.5335	0.832	11	True
8qrg	seed_1181241943	0.5262	0.5083	17	False
8qrg	seed_1812140441	0.5408	0.5032	17	False
8qrg	seed_2746317213	0.5265	0.4965	17	False
8qrg	seed_3163119785	0.5274	0.5626	17	False
8qrg	seed_958682846	0.511	0.4435	17	False
8qz3	seed_1181241943	3.1041	0.6792	20	False
8qz3	seed_1812140441	0.6188	0.592	20	False
8qz3	seed_2746317213	0.7584	0.6078	20	False
8qz3	seed_3163119785	0.7433	0.6393	20	False
8qz3	seed_958682846	0.7395	0.605	20	False
8r4n	seed_1181241943	4.0517	1.3372	15	True
8r4n	seed_1812140441	3.7283	1.6455	15	True
8r4n	seed_2746317213	3.5216	2.4457	15	True
8r4n	seed_3163119785	2.2061	1.5492	15	True
8r4n	seed_958682846	2.5456	2.3011	15	True
8r4u	seed_1181241943	16.0182	14.5234	12	False
8r4u	seed_1812140441	2.9722	4.0653	12	False
8r4u	seed_2746317213	13.1241	12.9749	12	False
8r4u	seed_3163119785	13.6855	17.8573	12	False
8r4u	seed_958682846	11.9765	15.3752	12	False
8rby	seed_1181241943	1.851	1.6494	13	False
8rby	seed_1812140441	1.5974	1.5918	13	False
8rby	seed_2746317213	2.0579	1.897	13	False
8rby	seed_3163119785	1.8121	1.6323	13	False
8rby	seed_958682846	1.9243	1.7216	13	False
8rj7	seed_1181241943	1.8859	1.4591	14	False
8rj7	seed_1812140441	0.9432	1.3626	14	False
8rj7	seed_2746317213	1.5548	1.4023	14	False
8rj7	seed_3163119785	1.6958	1.3919	14	False
8rj7	seed_958682846	0.6173	1.4101	14	False
8rp8	seed_1181241943	4.7355	4.3895	9	True
8rp8	seed_1812140441	2.6875	0.9049	9	True
8rp8	seed_2746317213	2.7259	1.1221	9	True
8rp8	seed_3163119785	2.8276	1.1776	9	True
8rp8	seed_958682846	4.4207	4.0579	9	True
8rw9	seed_1181241943	0.291	0.2243	18	False
8rw9	seed_1812140441	0.5884	0.2481	18	False
8rw9	seed_2746317213	0.2559	0.2036	18	False
8rw9	seed_3163119785	0.3971	0.2622	18	False
8rw9	seed_958682846	0.5132	0.2633	18	False
8rwb	seed_1181241943	0.5636	0.8093	9	True
8rwb	seed_1812140441	0.6593	0.8974	9	True
8rwb	seed_2746317213	0.7189	0.7935	9	True
8rwb	seed_3163119785	0.5614	0.773	9	True
8rwb	seed_958682846	0.5937	0.8378	9	True
8rz0	seed_1181241943	6.8338	3.2824	22	False
8rz0	seed_1812140441	5.6365	3.0512	22	False
8rz0	seed_2746317213	7.5155	3.2246	22	False
8rz0	seed_3163119785	9.7411	3.0714	22	False
8rz0	seed_958682846	7.964	2.9437	22	False
8rz1	seed_1181241943	34.3309	16.4102	13	False
8rz1	seed_1812140441	2.3281	1.7989	13	False
8rz1	seed_2746317213	34.8367	15.2037	13	False
8rz1	seed_3163119785	35.1619	16.2346	13	False
8rz1	seed_958682846	32.3282	14.3998	13	False
8rz2	seed_1181241943	6.3061	9.4166	13	True
8rz2	seed_1812140441	4.821	6.2051	13	True
8rz2	seed_2746317213	2.4837	1.9811	13	True
8rz2	seed_3163119785	5.5656	8.1724	13	True
8rz2	seed_958682846	6.3669	9.651	13	True
8s0l	seed_1181241943	1.9793	0.4566	21	False
8s0l	seed_1812140441	1.5326	0.4353	21	False
8s0l	seed_2746317213	2.0557	0.3935	21	False
8s0l	seed_3163119785	1.8628	0.3961	21	False
