pdb	has_light	pae_h1_ag	pae_h2_ag	pae_h3_ag	pae_fw_ag	pae_l1_ag	pae_l2_ag	pae_l3_ag	pae_lfw_ag
8s0n	False	5.005291	4.7611685	6.9464493	6.0744867				
8s6m	True	18.276356	18.533241	19.08381	21.54346	18.5191707611084	18.392169952392578	18.549266815185547	21.834548950195312
8s79	False	22.887064	18.142715	18.64609	17.979616				
8sdf	True	19.999702	19.940998	21.943653	24.15737	20.184587478637695	19.93695068359375	20.884077072143555	24.12948989868164
8sfs	False	14.952338	13.869411	13.731537	14.031302				
8sfx	False	12.434221	12.234718	11.959739	13.072515				
8sfz	False	16.824028	15.148164	17.590633	16.176294				
8sgn	True	26.557915	26.447773	26.351255	26.576567	25.907644271850586	25.717981338500977	25.973905563354492	26.3577823638916
8siq	True	19.719831	19.683928	20.129509	23.402418	19.424331665039062	19.240360260009766	19.467618942260742	23.5311279296875
8sk5	False	22.79056	23.678526	21.28391	21.389385				
8slb	True	5.933978	5.4619074	6.0517106	10.610232	5.285350322723389	9.16092300415039	4.89616584777832	10.348572731018066
8sos	False	14.137914	12.275263	10.67743	10.008066				
8sow	False	11.322305	11.768136	11.117945	20.101233				
8soz	False	13.640618	14.347239	13.552077	21.79575				
8szy	True	6.9855976	7.0957446	6.7861023	12.108775	7.2189412117004395	6.807406902313232	6.590774059295654	12.392207145690918
8tbb	True	3.4231813	3.312698	3.503206	8.302724	3.7799930572509766	3.247292995452881	3.286444664001465	8.547028541564941
8tft	True	9.953612	10.124482	11.499029	16.0642	9.747382164001465	9.32046890258789	10.298245429992676	16.07286834716797
8trs	True	12.155576	12.374033	11.906867	16.830841	12.374992370605469	14.66116714477539	15.016087532043457	16.780046463012695
8ts0	True	14.043744	14.17258	15.150697	16.452827	14.087953567504883	13.88170337677002	14.049257278442383	16.144121170043945
8tuz	True	3.6010785	3.7640662	3.5158584	6.847162	3.9739418029785156	3.515420436859131	4.196813583374023	6.478302478790283
8tv3	True	5.483284	5.5631204	5.407185	8.544563	5.268110275268555	4.970681667327881	6.174243450164795	7.750152111053467
8u08	True	8.145567	8.776685	7.9942226	12.415889	7.922520637512207	8.346842765808105	9.817184448242188	12.05630111694336
8u3s	False	7.239415	8.575534	4.2428684	5.3079453				
8udz	True	9.677564	9.691383	10.411675	16.564026	10.658836364746094	9.701869010925293	9.928927421569824	16.500516891479492
8uky	True	5.1382813	5.3885922	4.5025635	8.779511	4.364166259765625	4.089361190795898	4.534361362457275	8.41174602508545
8up2	True	23.237835	23.365307	25.650085	24.1545	23.614233016967773	23.084333419799805	23.063642501831055	23.95722198486328
8urf	True	5.9175673	6.0934234	6.2683334	11.560297	5.344201564788818	5.8019118309021	5.506516456604004	11.082466125488281
8uvy	False	12.172348	12.104685	13.222184	12.666468				
8uw2	False	10.939665	10.991883	12.330355	11.452015				
8uw7	False	6.4336057	6.470192	7.378231	7.3756523				
8uw9	False	13.670407	13.647015	14.504651	13.899322				
8v13	True	18.57186	18.726255	18.78175	22.83761	18.75571060180664	18.719797134399414	19.422666549682617	22.409982681274414
8v52	True	19.646383	19.571585	19.781034	21.498398	19.494226455688477	19.609554290771484	19.606502532958984	21.167667388916016
8v5q	True	17.103382	15.789164	16.304815	18.776312	15.211756706237793	15.139230728149414	14.960701942443848	18.277402877807617
8vrs	False	23.730682	23.519598	23.682892	23.529568				
8vtd	True	5.8706913	6.1268578	5.768375	11.316144	5.53514289855957	5.447212219238281	5.588041305541992	11.272073745727539
8vte	True	6.7888403	6.2408757	7.097735	9.54544	7.352323532104492	6.854726314544678	6.500874996185303	9.754653930664062
8vui	True	19.036432	18.980505	19.323444	21.750275	19.283628463745117	20.304964065551758	19.439664840698242	21.60814666748047
8vvl	True	7.330653	7.2209654	8.523639	10.861479	9.317092895507812	8.53117561340332	10.360424995422363	11.064852714538574
8w0w	True	19.794922	18.787428	19.123098	19.63047	18.56990623474121	18.004289627075195	18.39851188659668	19.093116760253906
8w90	False	15.323979	14.452794	16.182697	15.18633				
8weo	False	4.004743	3.8339686	2.9453938	6.4461527				
8x0t	True	7.2536106	8.395178	8.388774	13.225491	9.33684253692627	6.86098051071167	7.4181342124938965	13.285895347595215
8x0y	True	11.148397	10.623778	10.61231	14.89872	10.556899070739746	10.558323860168457	10.734923362731934	14.469155311584473
8xk6	True	21.028538	20.895443	21.22858	21.240904	21.185949325561523	20.94369888305664	20.844820022583008	21.116641998291016
8y9t	False	6.8874454	6.8958497	9.842938	8.105499				
8ybl	False	17.225359	15.636365	17.219372	16.701948				
8ybm	False	21.668064	17.657555	18.12403	18.56735				
8ybn	False	10.176907	9.818283	9.980025	10.456608				
8ybo	False	6.9824543	7.4734097	8.734463	8.07388				
8ybp	False	5.6439266	10.659882	3.9374924	5.7510386				
8yj8	False	6.755567	6.732113	9.711273	7.5317554				
8ykt	True	17.737509	17.65728	18.72407	22.605673	18.254323959350586	18.158597946166992	17.89812660217285	22.593538284301758
8ysh	False	7.6760287	6.0327187	9.541165	7.860282				
8yub	True	16.878855	16.900034	20.416708	22.512112	17.246753692626953	17.192638397216797	18.81171989440918	22.663381576538086
8yvj	False	4.4053273	4.750191	5.2852387	4.946401				
8yvo	False	14.216477	15.069736	13.966259	14.191861				
8yxi	True	21.339096	21.042753	21.476133	22.543346	21.052358627319336	20.962099075317383	20.944480895996094	22.154552459716797
8yyz	True	4.597885	5.0205727	4.3275523	6.8504033	4.138246059417725	4.066383361816406	4.3776679039001465	6.408249855041504
8z2e	False	7.895327	7.4218364	4.007225	7.199154				
8z2v	True	4.355962	4.7492313	4.0453506	6.667689	3.912315845489502	3.797713279724121	4.091336250305176	6.130562782287598
8z39	True	2.9489274	3.2637362	2.5849183	5.4367003	2.5994553565979004	2.488614559173584	2.796860456466675	4.976540565490723
8z3a	True	3.0733175	3.392312	2.6585653	5.6249385	2.611018419265747	2.510073184967041	2.8498265743255615	5.0566630363464355
8z8v	False	18.22196	18.475828	22.273226	18.691063				
8zca	True	6.5338793	6.7696767	7.638385	10.873996	7.227568626403809	6.848898410797119	10.974167823791504	10.40506362915039
8zu9	True	9.152865	7.678174	11.101867	11.159996	7.956755638122559	7.836071491241455	7.368913173675537	10.923737525939941
9atm	True	12.703062	13.42071	13.210486	18.800076	13.682186126708984	13.119848251342773	13.771319389343262	19.020994186401367
9au1	True	19.709093	20.102478	20.396164	23.443607	20.08020782470703	19.820829391479492	20.162109375	23.44129180908203
9azr	True	16.07999	16.135334	19.364605	20.81762	16.049203872680664	15.730895042419434	16.69647216796875	20.962831497192383
9bdi	True	16.529125	16.835382	16.593786	18.220665	16.291440963745117	16.316085815429688	16.563629150390625	17.709178924560547
9bt5	True	19.624504	19.610388	20.782425	21.474888	20.075098037719727	19.97350311279297	19.970951080322266	21.22736930847168
9cds	True	25.982504	26.066221	26.163542	26.69569	25.951618194580078	25.906770706176758	26.105775833129883	26.48016357421875
9d41	True	7.324421	7.0446534	8.179836	10.896592	7.799100399017334	9.705140113830566	7.3891096115112305	10.579157829284668
9dbo	True	6.89123	6.557305	7.649733	10.84998	5.982072830200195	8.672141075134277	6.020581245422363	10.01688003540039
9dl0	True	9.352387	8.535639	10.250877	11.397864	8.7914400100708	10.22370719909668	8.389819145202637	10.93591022491455
9dq3	True	4.3953247	4.778073	4.4800797	8.46537	7.4252824783325195	4.735300540924072	4.585190296173096	8.221158981323242
9dq4	True	2.8563135	3.0741758	3.2581422	7.0260253	5.494840145111084	3.2723796367645264	3.2530500888824463	6.694192409515381
9dx6	True	17.66546	17.878256	16.367224	20.183811	17.28229331970215	17.10939598083496	17.728517532348633	19.983659744262695
9e7n	False	23.022394	22.569323	23.5106	22.802721				
9e7o	False	21.297867	19.915537	20.773695	20.445492				
9eht	True	7.4534774	7.8252325	10.030588	11.340611	8.561657905578613	8.05101490020752	7.952508449554443	10.82990550994873
9en2	False	8.188471	10.433068	8.251625	7.426772				
9ena	False	10.839025	11.637697	10.694916	10.322081				
9erw	False	15.790796	17.911486	17.33624	16.359535				
9etl	False	7.419721	8.529656	9.412249	8.253648				
9eze	True	1.7725576	1.5681286	1.593019	3.9781294	2.2304446697235107	1.6518157720565796	1.6809808015823364	3.989114284515381
9ezh	False	12.96563	10.17353	9.862741	10.7796335				
9ezi	False	13.3202715	11.479275	10.674586	11.247726				
9ezu	False	13.373083	9.888048	10.295196	11.489615				
9ezv	False	15.631107	13.921902	13.452778	13.855113				
9ezw	False	11.295938	9.161571	9.139307	9.076429				
9f91	True	2.2731113	2.2339916	3.1476884	6.1099844	2.450770616531372	2.390887498855591	2.3491368293762207	6.233273029327393
9fc2	False	15.299851	15.22698	14.492954	15.368653				
9fik	True	15.531132	15.559622	17.90601	20.555553	16.150426864624023	15.270770072937012	16.522348403930664	20.892223358154297
9fvb	False	25.107635	24.237099	24.985653	24.597895				
9fww	False	13.408493	12.825073	13.147255	12.334815				
9fys	True	3.5886803	2.396867	2.351969	3.8102584	3.078972101211548	2.243072271347046	2.5004138946533203	4.188832759857178
9fyt	True	6.9116797	4.628708	5.8860254	5.268764	4.143060207366943	4.321390628814697	5.189937591552734	5.962677478790283
9fzc	False	17.09995	15.127395	14.73282	15.323389				
9fzd	False	10.7240095	8.903312	6.664705	8.727849				
9g2a	False	5.7919803	5.0329947	5.166848	5.094304				
9g2g	False	8.757785	8.822474	6.283	6.9592633				
9g48	False	5.013013	5.4127355	4.8388343	4.8844767				
9g5l	False	7.290826	6.5044966	8.992568	8.221231				
9g7k	False	6.8019104	7.421291	7.929215	7.0092654				
9g97	False	13.582404	13.259226	10.05473	10.902999				
9ggp	True	23.144445	23.240046	23.438927	24.14024	23.289323806762695	23.13506507873535	23.27299690246582	23.812423706054688
9ghi	True	10.590865	10.345099	10.678486	13.838584	10.742117881774902	10.605575561523438	10.588829040527344	13.61490535736084
9ghj	True	17.53036	17.678253	17.561522	19.473074	17.574935913085938	17.455175399780273	17.37188720703125	19.036258697509766
9glz	False	16.290283	14.987004	15.613053	16.56289				
9gox	True	18.715616	16.75811	17.138512	18.976686	16.39685821533203	16.6210880279541	16.621572494506836	18.540874481201172
9gv3	False	14.389891	15.973247	14.445389	15.318575				
9gvl	False	9.739612	9.871152	9.868371	17.402834				
9gvn	True	18.312452	18.017366	18.394379	19.772888	18.424827575683594	18.19931983947754	17.9267578125	19.653099060058594
9gvo	False	15.197005	15.362934	15.126508	21.116898				
9h1f	False	14.564969	16.305204	14.708145	14.968787				
9h39	False	16.401161	12.471197	13.137954	12.97054				
9h4r	True	14.118047	13.58146	15.059267	14.017995	13.845946311950684	13.60922622680664	13.530497550964355	14.2245454788208
9h4s	True	3.268091	2.9062383	4.0109725	4.2604914	3.3103740215301514	3.229656219482422	2.9431183338165283	4.486473083496094
9h6v	False	9.248896	7.7357645	7.8774366	8.115407				
9h77	False	7.7929378	7.6982255	8.1403	8.13574				
9hi4	True	10.8710985	10.78586	11.876057	15.035991	10.921907424926758	10.955501556396484	10.740023612976074	15.117877006530762
9hi6	True	15.304019	15.219145	16.08631	18.266523	14.400659561157227	14.600281715393066	14.562311172485352	18.21143341064453
9hj9	True	6.2992806	6.0885606	6.168848	10.3213625	6.449948787689209	6.377554893493652	6.059277057647705	10.452125549316406
9hk1	True	11.543579	11.471963	11.907046	14.898309	12.180692672729492	12.19624137878418	11.810262680053711	14.970760345458984
9hll	False	19.33297	20.91515	19.4806	19.5988				
9hml	False	19.875065	18.869888	19.127865	19.152653				
9ho4	False	8.028715	8.441529	6.850045	5.417775				
9ho5	False	9.44321	7.9131346	6.5131593	8.475132				
9ho6	False	9.524919	6.1067576	5.553106	6.8374434				
9hub	True	19.41546	17.529535	18.443384	18.097439	17.22333526611328	17.209922790527344	17.039466857910156	18.00556755065918
9huo	True	5.3617654	3.6577914	4.424145	4.3688827	3.158590316772461	3.3442628383636475	4.078855037689209	5.310147762298584
9hur	False	3.533448	2.8470795	1.8839755	3.1872818				
9hxo	True	5.3617654	3.6577914	4.424145	4.3688827	3.158590316772461	3.3442628383636475	4.078855037689209	5.310147762298584
9hzj	False	7.272609	4.105308	3.1952026	4.396313				
9hzk	False	7.354929	4.440916	3.6827326	4.5846815				
9i59	True	22.209303	21.062428	21.222673	22.437958	20.5339298248291	20.902029037475586	20.626556396484375	22.03944969177246
9iqp	False	10.754481	10.982375	12.685037	11.295331				
9jbq	True	10.583376	10.323816	12.494387	13.195279	11.079652786254883	10.817960739135742	10.84068775177002	12.805557250976562
9jcy	True	25.057058	24.005064	24.808851	24.948431	23.90719223022461	23.77425765991211	23.800874710083008	24.777631759643555
9jd0	False	19.121431	17.319847	16.304453	16.226389				
9jd1	True	8.851749	9.26623	12.886658	12.117063	8.196137428283691	7.897435188293457	9.628329277038574	11.82880687713623
9jeb	False	12.95325	12.9429455	14.284122	19.324741				
9jno	True	16.909996	16.58464	16.865633	17.990587	16.985260009765625	17.44960594177246	16.539051055908203	17.77024269104004
9jqv	True	17.041468	17.166729	17.427294	19.132692	17.918659210205078	17.74568748474121	17.907548904418945	19.028282165527344
9k6j	True	9.569556	9.07833	11.198504	13.62947	12.872956275939941	10.716959953308105	11.238150596618652	13.505131721496582
9kur	True	19.831753	20.153421	20.713388	23.529926	19.727275848388672	19.537031173706055	20.542831420898438	23.63128089904785
9l9y	True	7.428759	7.328768	8.116064	11.308231	7.48464822769165	7.249160289764404	7.63397741317749	10.973191261291504
9lad	False	8.212095	4.5414324	6.1900544	6.113897				
9lh2	False	20.79055	20.92636	22.41238	21.12361				
9lme	False	7.1073074	4.842879	5.545472	6.026892				
9lrf	True	17.251215	15.812104	18.447895	21.460354	17.137813568115234	17.23065948486328	16.778112411499023	22.49624252319336
9m5b	True	3.8237298	4.547391	3.4958663	7.7579865	3.676105260848999	3.738581657409668	4.208505630493164	7.066231727600098
9m6j	False	5.268984	3.410539	3.6324239	3.9412272				
9m6o	False	4.836963	3.5541432	3.4648297	4.1147175				
9mer	True	20.085094	19.932627	20.42447	21.404871	20.089597702026367	19.871498107910156	20.068532943725586	21.200061798095703
9mev	True	5.890239	5.7378826	5.9181056	10.23798	6.212240695953369	6.060659885406494	5.933899879455566	10.420402526855469
9mic	True	3.1750848	3.0029993	4.9153585	6.7973332	4.659511089324951	3.9539341926574707	3.4672365188598633	7.234989166259766
9mid	True	3.8607903	3.3010228	5.6696234	13.524747	7.367277145385742	5.191007137298584	4.724891662597656	14.384350776672363
9mif	True	2.8912325	2.9482768	5.4797544	7.517765	3.624819040298462	3.3231585025787354	2.5966901779174805	8.001083374023438
9mj3	True	5.6910577	4.9988875	8.5887375	8.537651	8.886566162109375	6.152826309204102	6.355772495269775	8.928099632263184
9ml8	True	18.439888	19.436651	17.300179	18.993317	18.036195755004883	17.598466873168945	18.457077026367188	18.80135154724121
9mqv	True	19.6911	19.665665	19.453358	22.352499	18.692123413085938	18.55158233642578	19.67766761779785	22.06418800354004
9mxi	True	1.6265405	1.4272729	1.4965276	4.921307	1.7261699438095093	3.3826491832733154	1.496856689453125	5.997315883636475
9n8i	True	21.241785	21.27264	21.790403	22.203709	21.473552703857422	21.013809204101562	21.696569442749023	21.921390533447266
9n8n	True	15.359571	15.250707	16.22089	17.772264	14.700520515441895	14.604592323303223	14.929884910583496	17.138235092163086
9ncd	True	6.226953	6.1863866	6.615334	10.494984	6.228876113891602	6.622849464416504	6.078949928283691	10.320999145507812
9njy	True	10.856673	9.775473	9.602398	13.079989	8.647784233093262	8.41612434387207	8.474778175354004	12.873420715332031
9npi	True	7.550122	5.346043	5.638117	9.238246	4.752345561981201	3.974889039993286	7.636322021484375	7.957830429077148
9oar	True	2.9609885	2.4980679	6.4476132	8.403964	4.01853609085083	3.5191402435302734	2.8704941272735596	8.933021545410156
9obn	False	7.0745425	4.134885	10.644939	7.21554				
9pi9	True	20.433681	20.359104	21.455702	21.861223	20.640377044677734	21.06237030029297	20.467754364013672	21.613489151000977
9pru	True	16.856144	16.510132	16.638002	19.205814	16.593156814575195	16.503068923950195	16.528270721435547	18.886552810668945
9pzi	True	1.7756023	1.5535415	1.6333123	4.715533	1.9397361278533936	3.462564468383789	1.6145129203796387	4.184611797332764
9q8l	True	10.16189	10.548491	11.191277	17.32071	10.446540832519531	10.013060569763184	10.456888198852539	16.907461166381836
9qrv	True	7.2420344	6.436456	6.3032155	10.085605	6.72055196762085	6.467321872711182	6.993689060211182	9.639683723449707
9rit	False	5.556272	4.4439445	4.8532414	4.5539603				
9riu	False	2.6853483	2.113341	1.344847	3.0138414				
9rm2	True	22.675053	21.114742	21.922031	22.813349	21.24394416809082	21.190711975097656	21.2451114654541	22.439287185668945
9rn6	False	5.346033	4.720786	10.361899	7.451036				
9th6	False	12.189277	7.927628	7.749008	9.264235				
9u8g	False	14.4470005	8.162047	5.783295	6.1676035				
9uk5	True	8.898558	9.234874	9.986423	12.132898	9.293801307678223	8.893634796142578	9.088526725769043	11.819575309753418
9uvi	True	6.553917	5.4435363	5.4070444	6.2674522	4.2595438957214355	4.325965404510498	4.325621604919434	5.365933895111084
9uzb	True	13.617514	13.666136	14.87126	16.535196	13.674070358276367	13.259203910827637	13.531432151794434	16.289764404296875
9uzc	True	13.250549	13.67341	14.721038	16.727758	14.123476028442383	13.787607192993164	13.880609512329102	16.866954803466797
9uzd	True	13.819848	14.01412	16.469002	17.04851	14.196666717529297	14.246939659118652	14.006664276123047	16.834426879882812
9uze	True	21.153603	21.169666	21.81961	22.210302	21.109539031982422	21.086589813232422	20.97667121887207	21.998077392578125
9uzf	True	4.958838	5.522928	6.5579553	10.552765	6.415526390075684	5.715634822845459	5.939912796020508	10.920343399047852
9uzg	True	10.159305	10.709433	12.276548	14.27088	10.700226783752441	10.076582908630371	10.445865631103516	14.266623497009277
9uzh	True	9.982592	10.25183	12.1287365	13.937639	10.965781211853027	10.401861190795898	10.499395370483398	14.192798614501953
9uzi	True	13.617514	13.666136	14.87126	16.535196	13.674070358276367	13.259203910827637	13.531432151794434	16.289764404296875
9vdy	True	21.974033	21.914087	22.256058	22.437012	22.491233825683594	22.3483943939209	21.91487693786621	22.19013786315918
9vdz	True	22.748842	22.566816	22.840183	22.810017	22.97028350830078	22.487998962402344	22.42981719970703	22.51006507873535
9vjj	True	19.18725	19.254042	19.584364	19.424028	18.553451538085938	18.6773681640625	19.813940048217773	18.940004348754883
9vp0	True	11.066509	11.31793	12.039708	14.016421	11.4251708984375	11.02971363067627	11.21073055267334	13.775388717651367
9y0a	True	14.244611	12.979117	12.950555	17.14632	12.46596908569336	12.564178466796875	12.576720237731934	17.00360107421875
9yio	True	18.980854	18.724543	19.477308	20.566317	19.29729652404785	19.059900283813477	19.742223739624023	20.19817543029785
