pdb	n_contact	n_noncontact	contact_fraction	pae_contact_ag	pae_noncontact_ag	pae_cdr_ag	ratio_contact_noncontact
9fik	2	21	0.0869565217391304	24.230602204761905	23.951134707482996	23.975436228985508	1.011668236210604
9fvb	9	5	0.6428571428571429	27.12908911331133	26.110519443564357	26.765314231258845	1.039009935131644
9fww	6	10	0.375	22.022120922619045	20.1305566625	20.839893260044644	1.0939648263002448
9fys	15	9	0.625	7.838636335185185	9.152966912037035	8.331510301504629	0.8564038754337264
9fyt	16	8	0.6666666666666666	18.83624826848591	16.34267463028169	18.005057055751173	1.1525805105110414
9fzc	7	5	0.5833333333333334	21.03181249418605	20.43059668837209	20.78130590843023	1.029427226966706
9fzd	8	5	0.6153846153846154	17.398251683238637	17.4662736625	17.424413982954547	0.996105524247716
9g2a	11	9	0.55	19.588252193779905	18.38119663840156	19.045077193859647	1.06566795291535
9g2g	4	13	0.2352941176470588	22.91167007327586	19.40887725265252	20.233063798681545	1.1804737479157703
9g48	11	13	0.4583333333333333	23.371089244755243	23.227895400394477	23.29352591239316	1.0061647360594854
9g5l	9	17	0.3461538461538461	26.276257012560382	26.978926618925833	26.735694832107026	0.9739548716562904
9g7k	11	12	0.4782608695652174	21.00612897348485	20.142579294444445	20.555581314855072	1.0428718520313127
9g97	13	8	0.6190476190476191	13.701699594773649	13.056469460526316	13.455897638869905	1.049418423272697
9ggp	8	7	0.5333333333333333	24.754926817424245	22.781040652813857	23.83377994060606	1.086646005101026
9ghi	5	8	0.3846153846153846	11.794292723958334	12.089063658854164	11.97569022235577	0.975616727381534
9ghj	7	9	0.4375	22.41980542620363	21.96865840392879	22.166035226174035	1.020535938698658
9glz	7	11	0.3888888888888889	23.849268238392856	22.655843120454545	23.119952888541665	1.0526762615539496
9gox	4	10	0.2857142857142857	20.299852718875503	17.422367422088353	18.244506078313258	1.1651604071407098
9gv3	10	16	0.3846153846153846	23.62706161322314	23.778939285123965	23.720524795931343	0.9936129332734436
9gvl	7	10	0.4117647058823529	19.699310960629923	19.634650022047246	19.66127511440482	1.003293205558035
9gvn	8	5	0.6153846153846154	7.825703276785715	6.395343130357142	7.275564758928573	1.2236565133837776
9gvo	6	9	0.4	27.442040022222223	27.22701815720165	27.313026903209877	1.0078973710517654
9h1f	4	3	0.5714285714285714	18.9744684410828	18.81926688322718	18.907953487716107	1.008246950256811
9h39	3	12	0.2	25.921247601550387	26.189115974031	26.135542299534883	0.9897717672965276
9h4r	3	10	0.2307692307692307	18.99834691319445	18.975259375	18.98058726842949	1.0012167179240177
9h4s	4	9	0.3076923076923077	16.45597166911765	16.282092654684096	16.33559388989442	1.010679156427938
9h6v	9	8	0.5294117647058824	25.013416186324783	24.747511687820513	24.888284657616893	1.0107446963500228
9h77	4	9	0.3076923076923077	11.011428055084746	11.025137169491526	11.020918980443287	0.998756558381449
9hi4	8	14	0.3636363636363636	3.773006319444444	4.5996769648033125	4.299069457400088	0.8202763690397077
9hi6	8	14	0.3636363636363636	3.5325855343023256	4.2752551289036544	4.0051934581395345	0.8262864853186483
9hj9	8	10	0.4444444444444444	23.789811929834904	23.732465719339626	23.75795292400419	1.002416361248488
9hk1	6	7	0.4615384615384615	22.449960051779936	21.055719155339805	21.69921495369679	1.066216731243138
9hll	4	12	0.25	24.960083625690608	24.63738837753223	24.718062189571818	1.0130977863080917
9hml	10	3	0.7692307692307693	24.6107938640884	22.94592648987109	24.226593700807477	1.0725561190546054
9ho4	4	10	0.2857142857142857	21.992565962719297	23.5117038377193	23.077664444862155	0.935388014178586
9ho5	3	11	0.2142857142857142	22.510862170798895	24.782105180315547	24.29541024970484	0.9083514901986334
9ho6	2	12	0.1428571428571428	8.38889268181818	6.386767846418733	6.672785680047225	1.3134801332292207
9hub	15	9	0.625	9.544498061187214	11.42098405936073	10.248180310502285	0.8356983961784332
9huo	16	8	0.6666666666666666	17.173281241197184	14.52692598943662	16.291162823943665	1.1821689773655406
9hur	15	3	0.8333333333333334	8.205302439215686	6.4853941013071905	7.918651049564272	1.2651971971235845
9hxo	16	8	0.6666666666666666	17.26185082482394	14.58463120422535	16.369444284624414	1.1835644373251597
9hzj	13	5	0.7222222222222222	5.250817499408283	3.8278036215384614	4.855535866666666	1.3717572839585452
9hzk	13	5	0.7222222222222222	6.96981653272101	4.092644164179105	6.170601985903814	1.703010633986794
9i59	6	6	0.5	15.156139749436935	12.114459485923424	13.63529961768018	1.2510784956644443
9iqp	10	9	0.5263157894736842	16.33574418622449	11.908168726190477	14.238471599892586	1.371809936677848
9jbq	3	11	0.2142857142857142	23.067841064676617	21.171960084803256	21.57822029477612	1.0895467860452928
9jcy	5	12	0.2941176470588235	26.343876248611114	26.351908789641204	26.34954627757353	0.9996951818141824
9jd0	9	7	0.5625	23.33543654668534	23.03036129951981	23.201966126050426	1.0132466548482628
9jd1	9	13	0.4090909090909091	24.71533728265923	23.003116140006437	23.703570243818945	1.0744343128222935
9jeb	10	7	0.5882352941176471	30.45477420510204	29.71865254446064	30.151665286014403	1.0247696849492125
9jno	9	10	0.4736842105263157	25.00574989127325	23.933469882832615	24.441391992093973	1.0448025302511517
9jqv	7	7	0.5	26.94283576510989	26.885112315018315	26.9139740400641	1.002147041433758
9kur	4	14	0.2222222222222222	24.783591250000004	24.56851224876847	24.616307582375477	1.0087542541873822
9l9y	2	5	0.2857142857142857	19.52900837755102	19.02433975102041	19.168530787172013	1.0265275238528864
9lad	2	7	0.2222222222222222	7.018205136585365	9.188365781881531	8.706107860704607	0.7638142955110158
9lh2	11	10	0.5238095238095238	29.801516197124304	29.48526794744898	29.650921792517007	1.010725635942633
9lme	3	7	0.3	21.93532533637747	22.69235960469667	22.465249324200915	0.9666392441550014
9lrf	4	12	0.25	22.847816501269037	21.278560460659893	21.670874470812187	1.0737482238758775
9m5b	4	6	0.4	19.31500534090909	17.72785294141414	18.36271390121212	1.089528743539337
9mer	7	11	0.3888888888888889	22.907970728971964	23.01709220900595	22.97465607788162	0.9952591109666196
9mev	7	11	0.3888888888888889	18.80911128638814	18.78450487821612	18.794074036949684	1.0013099311550422
9mic	3	10	0.2307692307692307	24.357334611439843	20.502586372189345	21.39214365817023	1.188012778937942
9mid	4	10	0.2857142857142857	23.03299650753012	21.159905569879516	21.69507440920826	1.0885207607125096
9mif	7	9	0.4375	22.84612059594252	20.01566040762656	21.253986740014792	1.141412280717826
9mj3	5	11	0.3125	25.14352320481928	23.63516550876232	24.10652728878012	1.0638183682486912
9ml8	7	12	0.3684210526315789	24.33161651530612	23.83886318494898	24.020403885606875	1.0206701689813904
9mqv	9	13	0.4090909090909091	24.20244215037813	23.96404171647201	24.06156916670633	1.0099482565055895
9mxi	10	9	0.5263157894736842	19.452978883606555	19.037080570127507	19.255974419327007	1.0218467486097456
9n8i	5	12	0.2941176470588235	26.257772017679557	25.600937213167587	25.79412392037699	1.0256566702633891
9n8n	5	12	0.2941176470588235	27.951025846753247	27.45423080140693	27.600346991214668	1.018095391159925
9ncd	7	7	0.5	16.278145813186814	15.8262640989011	16.052204956043955	1.0285526458715606
9npi	7	8	0.4666666666666667	24.163741330827065	20.8550557443609	22.399109018045113	1.158651486096402
9obn	5	13	0.2777777777777778	20.108823826277373	14.387349183043234	15.976647695052716	1.397673996122747
9pi9	8	6	0.5714285714285714	25.491263837500004	24.14850140289855	24.915794222670808	1.055604379427051
9pru	4	6	0.4	13.74835694736842	10.333293091617934	11.699318633918129	1.3304913376085972
9pzi	11	8	0.5789473684210527	16.84084488971684	15.373067034836064	16.22283316134599	1.0954772298562625
9q8l	3	5	0.375	17.829583842261904	18.0064089625	17.940099542410714	0.9901798786972822
9qrv	6	13	0.3157894736842105	21.573545045787547	21.42227713186813	21.470045946790055	1.0070612434424344
9rit	7	5	0.5833333333333334	19.00073744047619	19.776508566666667	19.323975409722223	0.9607730998838672
9riu	7	5	0.5833333333333334	20.382291044496487	20.568348675409837	20.45981505737705	0.9909541775156804
9rm2	7	8	0.4666666666666667	26.32189486673774	25.078137519123135	25.658557614676617	1.0495952838071083
9rn6	4	7	0.3636363636363636	23.906856986904764	24.763092721088434	24.451734272294377	0.9654229080419146
9th6	7	9	0.4375	26.272608544005102	26.647687734375	26.483590588588168	0.98592451269661
9u8g	9	5	0.6428571428571429	6.742006418767507	13.936053744537816	9.311309035114046	0.4837816029096479
9uk5	7	5	0.5833333333333334	21.801152941614905	20.62132588	21.30955833260869	1.0572139283613755
9uvi	4	8	0.3333333333333333	5.3501845732323225	4.3516472537878785	4.684493026936027	1.2294619166512797
9uzb	4	7	0.3636363636363636	26.050421922916662	25.060967217857144	25.420768928787883	1.0394819041283645
9uzc	4	7	0.3636363636363636	26.774284910416668	26.031418792261903	26.30155192613637	1.0285372888847528
